frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,173.1,86.2,171.4,50.5,86.9,262.3,545.0,403.6,1,1,0
4,159.0,84.5,175.1,51.4,74.5,259.7,542.8,401.2,1,1,0
7,153.4,84.9,173.4,52.5,68.5,257.1,545.2,401.2,1,1,0
10,150.9,84.5,171.1,55.0,66.4,258.3,545.9,402.1,1,1,0
13,148.1,86.0,170.7,53.2,62.1,255.7,546.3,401.0,1,1,0
16,152.4,84.3,166.5,51.9,68.1,255.0,544.5,399.8,1,1,0
19,152.5,81.9,159.5,53.1,70.6,247.1,541.2,394.2,1,1,0
22,153.1,82.4,154.2,50.0,70.7,255.9,539.8,397.8,1,1,0
25,146.8,78.5,141.4,51.7,68.3,283.2,537.4,410.3,1,1,0
28,151.4,81.5,129.2,49.2,69.9,328.8,536.9,432.9,1,1,0
31,136.1,83.7,103.0,47.8,52.4,374.8,536.7,455.8,1,1,0
34,73.9,82.1,101.3,48.8,8.2,392.4,536.8,464.6,0,1,0
37,0.2,80.7,78.9,47.9,80.5,420.1,536.1,478.1,1,1,0
40,34.5,80.2,71.4,53.4,45.7,446.2,535.3,490.8,1,1,0
43,70.0,84.7,53.2,52.5,14.7,474.3,538.0,506.1,0,1,0
46,94.0,87.1,42.4,50.1,6.9,497.0,542.3,519.6,0,1,0
49,117.9,91.1,34.3,45.1,26.8,516.2,542.9,529.5,1,1,0
52,138.3,93.6,31.6,43.0,44.7,525.2,550.5,537.9,1,1,0
55,145.2,99.1,29.5,40.8,46.1,530.5,553.6,542.0,1,1,0
58,149.4,99.4,24.4,38.3,50.0,530.3,555.7,543.0,1,1,0
61,153.8,101.7,21.7,37.4,52.1,535.0,557.6,546.3,1,1,0
64,153.8,104.3,20.4,35.9,49.5,534.1,560.6,547.4,1,1,0
67,162.1,110.9,21.2,27.6,51.2,532.0,561.8,546.9,1,1,0
70,162.4,122.4,19.0,15.6,40.0,534.5,561.4,548.0,1,1,0
73,179.9,133.7,14.1,2.6,46.2,532.2,559.7,546.0,1,1,0
76,178.8,134.5,16.4,5.0,44.3,531.8,553.2,542.5,1,1,0
79,172.8,131.6,15.6,5.9,41.2,527.2,547.1,537.2,1,1,0
82,158.7,122.9,11.3,5.1,35.8,530.5,535.4,533.0,1,1,1
85,148.5,114.8,4.8,2.1,33.7,525.3,530.4,527.8,1,1,1
88,152.2,106.3,8.5,4.8,45.9,545.0,527.9,536.5,1,1,1
91,160.7,88.8,0.5,20.7,71.9,534.4,528.0,531.2,1,1,1
94,148.5,76.6,4.2,34.5,71.9,522.2,525.4,523.8,1,1,1
97,153.4,72.1,3.5,42.7,81.3,516.5,524.8,520.6,1,1,1
100,156.3,73.3,1.6,46.5,83.0,522.4,524.8,523.6,1,1,1
103,167.9,72.9,6.5,51.3,95.0,517.8,522.2,520.0,1,1,1
106,171.6,75.5,10.1,51.2,96.1,531.8,522.3,527.0,1,1,1
109,177.8,78.5,8.0,50.8,99.3,519.5,521.4,520.5,1,1,1
112,177.8,86.6,7.2,44.4,91.2,529.1,529.8,529.5,1,1,1
115,175.6,93.6,4.0,41.3,82.0,538.4,532.5,535.5,1,1,1
118,179.6,93.4,6.9,38.8,86.2,530.8,532.7,531.8,1,1,1
121,179.0,88.6,9.8,39.1,90.4,542.8,525.9,534.3,1,1,1
124,177.0,90.9,7.2,42.4,86.1,542.4,523.0,532.7,1,1,1
127,169.3,92.3,7.1,41.5,77.0,551.1,524.7,537.9,1,1,0
130,171.6,97.2,6.9,38.2,74.4,542.4,527.5,535.0,1,1,1
133,166.3,96.8,8.0,38.2,69.5,537.7,524.8,531.2,1,1,1
136,178.6,97.3,7.5,39.0,81.3,529.5,523.9,526.7,1,1,1
139,159.0,94.2,17.8,40.4,64.8,522.4,521.2,521.8,1,1,0
142,166.0,94.0,13.1,41.1,72.0,544.7,524.8,534.8,1,1,0
145,163.3,94.7,13.7,41.2,68.6,539.1,523.8,531.5,1,1,0
