frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,130.6,120.6,146.5,161.1,10.0,874.5,868.8,871.6,0,1,0
4,135.1,139.8,158.5,170.4,4.7,865.1,865.2,865.2,0,1,0
7,138.0,143.5,157.1,171.8,5.5,869.6,869.2,869.4,0,1,0
10,85.4,101.4,154.1,166.9,16.0,796.0,812.5,804.2,1,1,0
13,95.7,116.7,155.4,174.3,21.0,786.7,822.3,804.5,1,1,0
16,156.1,152.7,168.1,174.2,3.4,861.5,867.6,864.5,0,1,0
19,151.6,110.7,155.9,167.5,40.9,845.4,819.3,832.3,1,1,0
22,62.9,77.8,162.4,169.3,14.9,778.7,801.3,790.0,0,1,0
25,163.9,135.1,153.3,167.9,28.8,862.4,845.9,854.1,1,1,0
28,171.5,148.2,164.2,176.0,23.3,887.8,866.4,877.1,1,1,0
31,164.4,167.1,167.0,172.9,2.7,877.0,863.5,870.2,0,0,0
34,167.6,171.1,177.5,163.9,3.5,870.4,867.3,868.8,0,0,0
37,175.4,171.8,171.8,164.5,3.6,891.6,865.5,878.5,0,0,0
40,178.9,162.6,171.6,172.0,16.3,863.4,871.9,867.6,1,0,0
43,179.3,164.2,171.8,171.3,15.1,889.6,872.8,881.2,1,0,0
46,164.8,153.2,169.5,176.7,11.6,874.6,878.9,876.8,0,1,0
49,168.1,151.4,179.4,164.0,16.7,852.0,866.7,859.4,1,1,0
52,121.7,109.1,104.1,92.5,12.6,833.4,851.8,842.6,0,1,1
55,110.9,125.6,110.9,115.1,14.7,775.3,849.7,812.5,0,1,1
58,32.0,152.7,80.5,136.5,120.7,678.2,859.6,768.9,1,1,1
61,140.1,131.4,152.7,118.1,8.7,848.1,850.4,849.2,0,1,1
64,134.3,106.8,61.9,74.0,27.5,764.6,747.2,755.9,1,1,1
67,140.9,103.3,45.7,49.5,37.6,734.5,721.2,727.9,1,1,1
70,143.3,155.3,61.0,102.0,12.0,712.1,726.0,719.0,0,1,1
73,159.5,174.2,48.0,81.2,14.7,742.3,776.4,759.3,0,1,0
76,174.8,177.8,63.6,52.0,3.0,845.6,858.3,852.0,0,0,0
79,174.5,178.2,61.7,47.3,3.7,849.5,856.9,853.2,0,0,0
82,177.2,178.8,55.0,48.9,1.6,852.1,856.5,854.3,0,0,0
85,174.6,177.0,55.0,49.4,2.4,852.3,858.2,855.2,0,0,0
88,173.6,176.7,54.9,48.4,3.1,852.4,854.9,853.6,0,0,0
91,174.5,176.0,53.9,49.4,1.5,853.2,855.7,854.5,0,0,0
94,173.3,175.5,52.4,48.0,2.2,852.3,855.8,854.0,0,0,0
97,172.5,173.3,52.9,48.8,0.8,853.8,858.0,855.9,0,0,0
100,170.8,171.4,54.9,51.0,0.6,855.3,855.2,855.2,0,0,0
103,170.0,168.2,53.5,52.0,1.8,856.8,859.2,858.0,0,0,0
106,169.7,166.2,53.8,49.1,3.5,855.2,857.0,856.1,0,0,0
109,166.9,161.5,54.8,51.2,5.4,853.9,861.2,857.5,0,0,0
112,166.8,162.4,54.6,49.4,4.4,853.4,861.3,857.3,0,0,0
115,166.4,165.1,54.3,49.4,1.3,856.1,860.3,858.2,0,0,0
118,166.6,160.9,52.9,50.8,5.7,851.7,860.4,856.0,0,0,0
121,166.0,159.8,51.9,51.8,6.2,853.4,859.4,856.4,0,1,0
124,167.0,159.3,50.8,52.8,7.7,853.7,858.1,855.9,0,1,0
127,167.0,159.7,50.3,51.5,7.3,853.0,856.1,854.5,0,1,0
130,165.0,158.1,49.8,50.9,6.9,849.1,861.8,855.5,0,1,0
133,169.6,164.1,48.6,47.7,5.5,852.1,855.0,853.5,0,0,0
136,167.1,162.9,48.1,47.3,4.2,849.3,858.3,853.8,0,0,0
139,167.7,164.9,48.0,44.7,2.8,850.1,856.2,853.2,0,0,0
142,170.6,166.0,45.6,43.4,4.6,849.3,859.0,854.1,0,0,0
145,168.5,167.6,46.3,43.9,0.9,848.2,854.3,851.2,0,0,0
148,169.0,170.2,47.3,41.7,1.2,846.5,854.8,850.6,0,0,0
151,173.5,169.7,45.8,43.3,3.8,849.8,853.9,851.8,0,0,0
154,169.2,172.5,47.4,43.4,3.3,848.3,849.1,848.7,0,0,0
157,170.8,170.2,44.7,43.2,0.6,846.4,853.4,849.9,0,0,0
160,171.6,170.0,45.4,43.8,1.6,849.8,853.7,851.8,0,0,0
163,172.4,170.9,45.6,41.7,1.5,845.7,854.7,850.2,0,0,0
166,173.1,169.8,43.5,42.5,3.3,847.5,852.7,850.1,0,0,0
169,172.1,168.4,43.1,42.0,3.7,846.6,853.2,849.9,0,0,0
172,169.4,168.0,44.8,43.1,1.4,846.6,854.1,850.4,0,0,0
175,171.6,167.1,43.4,43.1,4.5,848.2,856.3,852.2,0,0,0
178,169.6,167.4,45.1,42.4,2.2,846.8,853.0,849.9,0,0,0
181,170.3,167.6,43.7,44.5,2.7,850.2,856.3,853.2,0,0,0
184,169.7,169.7,44.6,43.8,0.0,848.8,854.0,851.4,0,0,0
187,170.1,169.8,45.2,41.7,0.3,846.4,852.8,849.6,0,0,0
190,169.6,170.6,46.4,40.8,1.0,843.2,850.4,846.8,0,0,0
193,170.3,169.9,44.7,42.7,0.4,848.6,853.2,850.9,0,0,0
