frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,173.0,171.2,47.5,72.4,1.8,825.2,748.8,787.0,0,0,0
4,174.2,172.9,51.4,76.0,1.3,815.3,743.2,779.2,0,0,0
7,172.2,166.5,43.6,59.9,5.7,820.8,749.0,784.9,0,0,0
10,171.5,166.9,39.9,64.2,4.6,779.1,745.9,762.5,0,0,0
13,177.2,171.8,44.6,77.6,5.4,762.7,750.6,756.7,0,0,0
16,160.2,167.3,50.2,71.2,7.1,811.4,762.5,787.0,0,0,0
19,158.1,166.9,46.4,69.2,8.8,840.8,769.3,805.0,0,1,0
22,168.4,170.6,58.9,69.1,2.2,829.3,755.8,792.5,0,0,0
25,163.6,174.8,55.0,74.3,11.2,819.1,752.3,785.7,0,0,0
28,26.4,45.4,53.7,37.8,19.0,596.9,600.1,598.5,1,1,0
31,172.1,148.0,37.7,22.7,24.1,726.3,696.8,711.5,1,1,1
34,176.5,119.7,17.2,59.2,56.8,665.9,632.2,649.0,1,1,1
37,156.5,179.5,52.1,70.8,23.0,832.8,771.3,802.0,1,1,0
40,156.7,171.0,49.7,65.7,14.3,836.9,768.9,802.9,0,1,0
43,157.3,165.3,22.6,5.3,8.0,705.5,660.9,683.2,0,1,1
46,156.4,171.4,51.4,75.7,15.0,828.8,763.2,796.0,0,1,0
49,157.5,162.0,54.4,70.0,4.5,836.9,759.7,798.3,0,1,0
52,160.7,165.7,58.7,74.0,5.0,837.3,758.4,797.8,0,0,0
55,159.0,165.6,52.8,72.5,6.6,831.4,765.5,798.5,0,1,0
58,161.9,159.7,46.2,60.6,2.2,825.8,750.8,788.3,0,1,0
61,160.9,162.8,47.8,67.7,1.9,820.9,747.5,784.2,0,0,0
64,163.5,163.6,39.1,56.2,0.1,806.8,749.1,778.0,0,0,0
67,158.3,158.9,9.9,37.0,0.6,752.3,747.1,749.7,0,1,0
70,20.2,42.6,41.0,24.6,22.4,572.2,590.6,581.4,1,1,0
73,24.5,40.5,41.4,26.9,16.0,564.2,588.5,576.4,1,1,0
76,158.4,166.1,37.1,62.6,7.7,815.5,747.8,781.6,0,1,0
79,167.2,163.9,38.1,58.5,3.3,817.3,747.9,782.6,0,0,0
82,161.7,170.6,30.6,54.8,8.9,822.4,749.1,785.8,0,0,0
85,163.8,161.0,38.7,49.4,2.8,823.7,749.5,786.6,0,0,0
88,166.3,164.5,35.4,53.6,1.8,828.6,746.1,787.4,0,0,0
91,167.3,166.1,43.3,61.2,1.2,822.6,747.5,785.0,0,0,0
94,166.7,174.2,40.3,58.9,7.5,816.4,750.0,783.2,0,0,0
97,165.2,170.8,45.7,60.7,5.6,815.6,748.3,782.0,0,0,0
100,167.2,162.5,41.7,60.3,4.7,822.9,744.9,783.9,0,0,0
103,170.9,168.9,43.8,59.4,2.0,821.6,750.6,786.1,0,0,0
106,161.9,157.2,16.6,46.1,4.7,793.6,748.0,770.8,0,1,0
109,159.9,165.8,12.7,46.2,5.9,816.5,747.8,782.1,0,1,0
112,164.8,159.7,0.5,33.3,5.1,759.8,739.9,749.8,0,1,0
115,165.6,157.3,9.0,31.2,8.3,820.4,740.9,780.6,0,1,0
118,168.1,156.0,4.9,26.5,12.1,822.0,743.4,782.7,0,1,0
121,165.0,163.5,11.6,38.4,1.5,816.0,745.2,780.6,0,0,0
124,159.2,179.6,9.0,115.0,20.4,832.6,571.3,702.0,1,1,1
127,163.1,157.1,5.2,32.5,6.0,826.3,739.7,783.0,0,1,1
130,170.8,156.0,10.1,28.6,14.8,824.8,738.7,781.8,0,1,1
133,167.1,154.9,7.8,26.9,12.2,826.7,740.5,783.6,0,1,1
136,165.0,158.4,5.5,25.7,6.6,825.6,722.4,774.0,0,1,1
139,162.4,159.4,4.1,29.9,3.0,833.1,723.4,778.2,0,1,1
142,161.8,157.1,3.5,29.4,4.7,836.8,743.6,790.2,0,1,1
145,165.0,160.5,5.2,35.1,4.5,836.4,737.0,786.7,0,0,1
148,168.6,166.2,6.5,34.3,2.4,836.8,725.8,781.3,0,0,1
151,165.9,161.8,7.8,30.6,4.1,846.6,723.5,785.0,0,0,1
154,161.8,175.3,1.3,28.1,13.5,838.2,741.2,789.7,0,0,1
157,164.2,165.9,3.6,30.7,1.7,835.9,728.5,782.2,0,0,1
160,166.2,159.5,2.5,29.1,6.7,823.1,698.3,760.7,0,1,1
163,168.6,165.3,4.3,32.4,3.3,825.1,706.2,765.7,0,0,1
166,168.7,159.0,0.9,29.8,9.7,825.2,725.3,775.2,0,1,1
169,170.8,151.2,1.1,29.0,19.6,814.8,731.8,773.3,1,1,1
172,168.8,158.1,2.6,29.8,10.7,817.6,694.1,755.9,0,1,1
175,167.2,154.4,2.1,28.1,12.8,814.1,701.9,758.0,0,1,1
178,167.7,143.3,7.4,27.1,24.4,804.2,701.4,752.8,1,1,1
181,166.9,150.3,5.1,31.0,16.6,835.8,701.1,768.5,1,1,1
184,163.8,160.4,4.5,32.1,3.4,819.0,735.1,777.0,0,0,1
187,167.8,148.3,4.9,28.5,19.5,834.3,721.7,778.0,1,1,1
190,168.3,153.4,5.6,30.9,14.9,826.1,728.0,777.0,0,1,1
193,168.5,160.9,5.9,29.1,7.6,827.2,735.3,781.2,0,0,1
196,168.6,151.7,5.7,29.4,16.9,844.7,709.4,777.0,1,1,1
