frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,159.3,162.7,86.8,93.7,3.4,836.8,877.6,857.2,0,1,1
4,163.8,163.3,85.9,91.5,0.5,844.4,872.6,858.5,0,0,1
7,165.8,162.5,85.4,92.8,3.3,849.3,887.7,868.5,0,0,1
10,167.8,161.3,88.8,92.0,6.5,833.9,885.8,859.8,0,0,1
13,158.5,158.0,89.5,90.0,0.5,842.9,886.2,864.5,0,1,1
16,161.0,162.9,89.0,90.3,1.9,842.3,882.6,862.5,0,0,1
19,161.4,163.9,90.3,92.6,2.5,851.5,889.7,870.6,0,0,1
22,164.6,158.5,87.6,88.4,6.1,850.8,883.4,867.1,0,1,1
25,158.6,161.4,82.7,87.6,2.8,849.9,879.8,864.8,0,1,1
28,159.3,159.0,82.6,89.2,0.3,850.6,895.5,873.0,0,1,1
31,162.7,163.7,82.7,88.4,1.0,850.2,880.8,865.5,0,0,1
34,163.0,163.9,86.1,88.9,0.9,861.3,893.4,877.3,0,0,1
37,159.4,159.6,79.5,84.2,0.2,857.2,884.9,871.0,0,1,1
40,164.0,162.5,75.7,84.2,1.5,843.9,889.4,866.6,0,0,1
43,158.7,158.6,80.0,82.3,0.1,846.7,876.7,861.7,0,1,1
46,157.1,160.4,80.6,83.2,3.3,864.1,882.7,873.4,0,1,1
49,161.0,153.7,77.8,82.1,7.3,853.4,873.9,863.6,0,1,1
52,168.2,161.9,69.2,78.9,6.3,829.6,873.3,851.5,0,0,1
55,161.8,161.1,79.1,82.1,0.7,842.9,873.9,858.4,0,0,1
58,159.9,166.7,75.4,82.1,6.8,848.4,879.9,864.1,0,1,1
61,157.3,165.9,72.8,82.3,8.6,836.9,878.6,857.8,0,1,1
64,162.9,166.3,75.7,84.3,3.4,851.4,885.8,868.6,0,0,1
67,164.4,166.3,74.2,84.0,1.9,854.5,886.8,870.6,0,0,1
70,166.1,169.1,69.8,81.7,3.0,836.7,872.3,854.5,0,0,1
73,140.7,133.0,169.6,164.8,7.7,887.7,883.2,885.5,0,1,1
76,173.2,170.8,78.2,85.0,2.4,840.9,883.6,862.2,0,0,1
79,163.6,161.1,50.9,70.8,2.5,734.0,849.4,791.7,0,0,1
82,177.5,157.3,40.2,41.8,20.2,755.0,805.2,780.1,1,1,1
85,169.0,171.3,72.5,81.2,2.3,845.4,889.3,867.3,0,0,1
88,172.7,168.0,68.7,81.1,4.7,835.3,896.0,865.6,0,0,1
91,165.2,170.3,67.7,79.2,5.1,842.8,880.7,861.8,0,0,1
94,167.0,168.3,55.5,71.3,1.3,821.1,885.0,853.0,0,0,1
97,166.3,160.7,54.6,68.9,5.6,805.4,880.5,843.0,0,0,1
100,170.7,167.6,59.5,75.9,3.1,800.7,881.7,841.2,0,0,1
103,164.5,166.3,57.0,70.5,1.8,818.4,892.5,855.5,0,0,1
106,169.5,166.5,57.8,70.2,3.0,809.2,873.9,841.5,0,0,1
109,168.4,171.0,69.6,77.9,2.6,840.2,877.7,859.0,0,0,1
112,173.5,169.9,65.0,77.5,3.6,837.9,881.2,859.5,0,0,1
115,171.8,168.9,67.1,76.6,2.9,840.7,878.2,859.5,0,0,1
118,171.1,165.7,60.9,74.2,5.4,815.9,885.3,850.6,0,0,1
121,166.8,167.7,68.7,77.7,0.9,846.4,881.6,864.0,0,0,1
124,167.0,163.9,60.6,74.4,3.1,837.1,885.3,861.2,0,0,1
127,165.4,169.8,62.2,75.7,4.4,828.6,874.7,851.7,0,0,1
130,169.3,166.1,64.8,74.8,3.2,847.5,885.5,866.5,0,0,1
133,165.3,165.4,61.7,76.6,0.1,842.4,883.5,863.0,0,0,1
136,161.9,161.4,59.2,77.2,0.5,820.3,888.1,854.2,0,0,1
139,167.2,165.8,67.9,78.3,1.4,841.7,883.1,862.4,0,0,1
142,167.8,162.9,68.6,78.5,4.9,851.4,889.9,870.6,0,0,1
145,171.3,166.3,67.4,78.6,5.0,833.4,879.2,856.3,0,0,1
148,164.6,164.9,67.4,78.1,0.3,847.6,877.8,862.7,0,0,1
