frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,166.9,133.7,3.3,17.6,33.2,925.5,783.0,854.2,1,1,1
4,166.0,157.5,5.1,25.1,8.5,916.2,807.7,862.0,0,1,1
7,171.5,159.8,2.3,23.8,11.7,919.5,804.9,862.2,0,1,1
10,39.4,173.1,53.5,17.6,133.7,664.6,726.3,695.5,1,1,0
13,170.7,151.1,11.3,32.3,19.6,915.7,815.7,865.7,1,1,1
16,170.0,167.0,18.5,49.1,3.0,923.0,831.9,877.5,0,0,1
19,168.1,164.3,14.9,42.5,3.8,922.3,835.8,879.0,0,0,1
22,164.6,147.2,9.3,22.8,17.4,920.6,849.0,884.8,1,1,1
25,165.3,153.3,0.4,29.0,12.0,927.8,840.3,884.0,0,1,1
28,167.3,156.6,6.8,31.8,10.7,921.7,835.3,878.5,0,1,1
31,169.6,153.9,2.2,29.8,15.7,922.2,848.6,885.4,1,1,1
34,165.0,153.8,4.8,30.8,11.2,920.8,835.1,878.0,0,1,1
37,165.2,153.7,6.4,22.3,11.5,912.1,828.7,870.4,0,1,1
40,162.2,150.9,6.7,19.4,11.3,927.0,807.5,867.2,0,1,1
43,79.4,163.1,45.4,25.9,83.7,693.0,658.5,675.8,1,1,1
46,168.7,153.2,4.9,16.0,15.5,911.8,807.9,859.8,1,1,1
49,169.5,161.6,10.6,19.8,7.9,918.7,802.5,860.6,0,0,1
52,169.2,154.2,11.1,21.6,15.0,910.2,803.2,856.7,0,1,1
55,171.0,156.5,6.7,18.4,14.5,904.5,797.2,850.9,0,1,1
58,167.1,153.6,7.7,19.9,13.5,911.0,818.5,864.8,0,1,1
61,71.9,134.8,68.1,15.2,62.9,695.2,654.6,674.9,1,1,1
64,76.6,176.3,57.5,11.8,99.7,691.0,708.5,699.8,1,1,1
67,76.3,155.8,43.4,23.1,79.5,687.8,670.2,679.0,1,1,1
70,168.8,156.5,9.1,21.7,12.3,895.4,811.8,853.6,0,1,1
73,166.7,160.5,4.8,31.4,6.2,891.6,799.6,845.6,0,0,1
