frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,97.6,175.6,45.8,12.1,78.0,597.7,604.3,601.0,1,1,0
4,102.0,165.8,37.6,18.4,63.8,600.9,603.5,602.2,1,1,0
7,101.4,168.4,41.6,16.0,67.0,607.2,604.7,606.0,1,1,0
10,104.8,167.8,41.9,14.3,63.0,608.8,605.8,607.3,1,1,0
13,105.1,170.3,41.2,14.2,65.2,601.0,599.0,600.0,1,1,0
16,99.4,172.1,45.5,17.8,72.7,583.7,604.4,594.0,1,1,0
19,100.8,166.8,47.2,10.8,66.0,597.9,610.7,604.3,1,1,1
22,43.1,179.4,43.7,5.1,136.3,567.4,600.7,584.0,1,1,0
25,160.6,163.1,5.3,32.0,2.5,718.7,694.7,706.7,0,0,1
28,157.9,157.4,6.2,28.3,0.5,689.0,668.0,678.5,0,1,1
31,161.0,153.2,0.3,19.2,7.8,645.8,619.7,632.8,0,1,1
34,160.8,154.4,13.5,11.2,6.4,616.5,607.5,612.0,0,1,1
37,156.3,151.5,17.9,7.5,4.8,582.1,575.7,578.9,0,1,1
40,150.4,155.6,23.8,6.0,5.2,542.1,534.4,538.2,0,1,1
43,139.8,164.2,24.3,5.8,24.4,487.6,504.4,496.0,1,1,1
46,132.1,160.2,21.4,10.4,28.1,430.0,450.7,440.4,1,1,1
49,134.9,149.5,11.7,12.0,14.6,416.9,405.2,411.0,0,1,1
52,88.7,131.6,36.7,21.7,42.9,353.9,379.7,366.8,1,1,1
55,112.4,154.9,38.9,32.9,42.5,365.3,392.1,378.7,1,1,1
58,50.8,179.1,21.7,14.8,128.3,412.5,469.5,441.0,1,1,1
61,25.5,29.4,29.7,7.2,3.9,383.0,379.9,381.4,0,1,1
64,37.9,55.7,12.2,33.6,17.8,363.6,373.4,368.5,1,1,0
67,47.4,44.6,31.5,48.1,2.8,342.4,361.0,351.7,0,1,0
70,77.7,48.7,44.1,57.9,29.0,350.4,364.9,357.6,1,1,0
73,48.9,66.6,51.5,77.6,17.7,345.7,372.9,359.3,1,1,0
76,58.3,67.5,64.3,74.5,9.2,363.8,392.9,378.4,0,1,0
79,88.5,58.4,61.8,75.6,30.1,395.2,400.1,397.6,1,1,0
82,48.6,56.9,44.4,77.7,8.3,405.6,409.1,407.4,0,1,0
85,46.6,48.2,55.9,79.1,1.6,437.0,426.8,431.9,0,1,0
88,94.1,45.5,63.6,77.1,48.6,463.8,449.6,456.7,1,1,0
91,88.5,45.6,58.4,78.0,42.9,481.3,475.8,478.6,1,1,0
94,60.0,40.3,50.4,77.3,19.7,494.5,487.0,490.8,1,1,0
97,46.5,40.0,53.1,77.9,6.5,504.6,501.3,503.0,0,1,0
100,58.4,35.3,52.7,73.7,23.1,520.5,508.7,514.6,1,1,0
103,27.2,36.2,48.6,75.9,9.0,523.4,514.6,519.0,0,1,0
106,36.5,37.0,49.1,75.4,0.5,524.0,518.5,521.2,0,1,0
109,54.4,146.5,41.1,18.2,92.1,572.5,596.4,584.5,1,1,0
112,53.5,39.7,48.0,72.8,13.8,505.3,502.0,503.6,0,1,0
115,81.8,44.0,55.9,78.4,37.8,498.6,491.8,495.2,1,1,0
118,74.9,43.1,47.5,73.6,31.8,478.7,474.2,476.4,1,1,0
121,88.7,57.5,55.8,73.9,31.2,453.4,445.8,449.6,1,1,0
124,59.2,48.3,46.3,71.6,10.9,417.8,422.5,420.1,0,1,0
127,26.6,59.6,46.8,71.4,33.0,380.8,399.0,389.9,1,1,0
130,38.8,54.2,36.7,67.9,15.4,354.0,379.5,366.8,1,1,0
133,58.5,58.5,17.3,56.0,0.0,350.3,359.1,354.7,0,1,0
136,50.4,53.8,11.3,48.8,3.4,341.0,325.7,333.4,0,1,0
139,3.7,57.9,0.1,41.9,54.2,257.4,315.0,286.2,1,1,0
142,13.9,59.0,3.1,59.5,45.1,254.3,288.5,271.4,1,1,1
145,21.3,81.4,15.9,70.4,60.1,242.6,283.4,263.0,1,1,1
148,8.5,68.0,2.5,64.7,59.5,237.2,267.3,252.2,1,1,1
151,2.9,58.8,2.2,59.1,55.9,235.0,270.6,252.8,1,1,0
154,29.0,63.4,19.1,48.7,34.4,256.9,290.4,273.6,1,1,1
157,19.4,47.9,20.4,48.5,28.5,259.2,295.9,277.5,1,1,0
160,71.9,67.1,35.9,59.5,4.8,306.6,317.3,312.0,0,1,0
163,69.1,64.5,44.3,60.5,4.6,302.1,328.0,315.1,0,1,0
166,64.3,76.5,45.6,61.5,12.2,313.8,354.0,333.9,0,1,0
169,52.8,56.7,42.1,63.0,3.9,327.5,357.9,342.7,0,1,0
172,21.4,54.3,32.9,61.2,32.9,326.5,358.3,342.4,1,1,0
175,53.7,74.2,42.4,61.4,20.5,322.8,366.6,344.7,1,1,0
178,20.9,54.5,29.8,61.0,33.6,321.5,359.3,340.4,1,1,0
181,55.3,72.1,41.5,58.1,16.8,319.8,360.7,340.2,1,1,0
184,56.1,80.5,37.5,57.3,24.4,309.6,352.4,331.0,1,1,0
187,32.0,59.7,26.9,57.2,27.7,303.8,335.7,319.8,1,1,0
190,26.8,69.5,31.0,59.6,42.7,282.7,331.8,307.2,1,1,0
193,50.6,67.6,37.5,56.7,17.0,295.5,323.3,309.4,1,1,0
196,51.8,67.5,37.1,58.6,15.7,294.1,316.3,305.2,1,1,0
199,38.5,66.8,29.3,57.0,28.3,296.4,324.4,310.4,1,1,0
202,18.5,74.1,30.3,57.2,55.6,283.7,329.7,306.7,1,1,0
205,75.1,68.7,40.8,57.8,6.4,296.4,316.2,306.3,0,1,0
208,36.9,72.5,27.3,56.2,35.6,290.3,329.4,309.9,1,1,0
211,34.4,68.8,27.4,57.8,34.4,290.8,326.8,308.8,1,1,0
214,10.1,65.9,24.2,52.2,55.8,283.6,326.6,305.1,1,1,0
217,48.9,70.2,37.0,54.6,21.3,290.5,322.0,306.2,1,1,0
220,10.9,52.4,19.2,55.6,41.5,279.5,320.2,299.9,1,1,0
223,52.4,59.1,38.4,56.4,6.7,298.4,322.0,310.2,0,1,0
226,20.1,61.6,27.3,54.3,41.5,281.8,319.0,300.4,1,1,0
229,15.8,52.7,27.0,57.4,36.9,280.6,322.7,301.6,1,1,0
232,16.2,69.4,24.1,56.1,53.2,277.1,325.0,301.1,1,1,0
235,42.6,62.4,27.7,55.9,19.8,294.8,323.7,309.2,1,1,0
238,12.4,69.1,22.1,55.9,56.7,281.2,329.3,305.2,1,1,0
