frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,37.0,48.8,52.8,75.7,11.8,600.5,591.3,595.9,0,1,0
4,42.1,48.7,56.5,74.5,6.6,594.4,583.1,588.8,0,1,0
7,25.7,46.4,48.4,75.9,20.7,588.1,572.7,580.4,1,1,0
10,31.1,51.7,53.4,79.7,20.6,582.5,565.8,574.1,1,1,0
13,50.4,53.4,56.5,78.0,3.0,553.1,551.6,552.4,0,1,0
16,58.0,51.7,56.3,80.2,6.3,541.4,545.2,543.3,0,1,0
19,68.4,55.1,60.1,78.8,13.3,538.1,531.4,534.8,0,1,0
22,30.9,60.0,59.6,78.9,29.1,517.6,511.2,514.4,1,1,0
25,35.0,61.7,52.3,79.8,26.7,500.3,500.6,500.5,1,1,0
28,29.5,60.4,61.0,88.8,30.9,475.8,473.9,474.9,1,1,0
31,29.6,62.5,76.2,93.1,32.9,465.2,465.5,465.4,1,1,0
34,43.1,90.7,56.6,81.1,47.6,421.9,451.3,436.6,1,1,0
37,120.0,156.2,64.1,6.9,36.2,735.7,648.7,692.2,1,1,1
40,121.4,166.7,63.9,5.8,45.3,733.0,671.2,702.1,1,1,1
43,5.6,64.6,18.7,61.8,59.0,382.0,401.8,391.9,1,1,0
46,18.7,74.4,4.4,54.1,55.7,384.0,404.7,394.4,1,1,0
49,4.2,58.9,0.9,54.3,54.7,381.5,398.6,390.1,1,1,0
52,2.8,57.6,13.3,46.7,54.8,383.6,406.7,395.1,1,1,0
55,0.0,65.4,17.0,39.6,65.4,380.6,413.7,397.1,1,1,0
58,2.1,75.1,29.4,34.3,73.0,405.9,430.1,418.0,1,1,0
61,118.3,100.6,58.2,44.1,17.7,443.5,448.4,445.9,1,1,1
64,28.2,117.0,3.2,38.8,88.8,451.9,478.5,465.2,1,1,1
67,99.9,112.7,11.0,15.0,12.8,527.0,536.6,531.8,0,1,1
70,108.8,127.0,27.7,15.3,18.2,576.4,577.6,577.0,1,1,0
73,139.7,148.7,15.7,17.8,9.0,628.4,616.9,622.6,0,1,0
76,145.0,164.2,15.5,20.2,19.2,647.1,630.4,638.8,1,1,0
79,151.6,162.3,10.3,18.7,10.7,653.0,641.5,647.2,0,1,0
82,152.1,163.7,9.8,20.0,11.6,657.4,641.3,649.3,0,1,0
85,150.0,161.8,11.5,22.8,11.8,655.7,641.8,648.8,0,1,0
88,147.2,160.4,12.5,23.9,13.2,655.7,636.7,646.2,0,1,0
91,144.9,158.1,10.2,24.3,13.2,663.8,636.5,650.1,0,1,0
94,147.4,158.5,6.4,28.7,11.1,676.2,645.6,660.9,0,1,0
97,141.7,158.2,8.1,29.5,16.5,686.5,657.6,672.0,1,1,0
100,128.7,157.3,10.5,29.8,28.6,677.8,656.0,666.9,1,1,0
103,122.2,154.7,14.4,31.6,32.5,677.8,660.8,669.3,1,1,0
106,122.0,156.9,12.2,38.4,34.9,695.7,665.3,680.5,1,1,0
109,129.4,165.1,10.9,38.3,35.7,718.7,684.6,701.7,1,1,0
112,138.8,167.4,3.6,44.7,28.6,748.8,708.8,728.8,1,1,0
115,144.1,179.1,0.2,50.8,35.0,785.5,731.3,758.4,1,1,0
118,161.7,172.0,25.7,63.7,10.3,815.2,776.8,796.0,0,0,0
121,166.1,175.2,21.8,66.2,9.1,843.0,801.7,822.4,0,0,0
