frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,154.0,168.1,13.8,26.8,14.1,1446.6,1471.5,1459.0,0,1,1
4,146.9,163.6,25.9,36.6,16.7,1395.4,1445.7,1420.6,1,1,1
7,147.1,160.1,33.2,38.3,13.0,1396.3,1446.7,1421.5,0,1,1
10,151.9,167.7,22.2,34.6,15.8,1398.0,1448.7,1423.3,1,1,1
13,146.3,160.7,32.9,37.6,14.4,1392.0,1446.8,1419.4,0,1,1
16,148.0,155.5,30.0,37.5,7.5,1395.5,1442.0,1418.8,0,1,1
19,138.0,160.5,31.1,36.1,22.5,1383.5,1436.9,1410.2,1,1,1
22,147.6,161.3,29.8,36.2,13.7,1393.8,1434.9,1414.3,0,1,1
25,143.6,162.4,24.9,36.7,18.8,1407.6,1449.9,1428.8,1,1,1
28,157.0,163.6,26.9,35.0,6.6,1429.9,1459.3,1444.6,0,1,1
31,141.2,156.0,32.4,38.9,14.8,1395.3,1483.8,1439.5,0,1,1
34,157.3,161.9,28.8,36.2,4.6,1422.0,1486.9,1454.5,0,1,1
37,151.9,162.9,27.6,34.9,11.0,1410.3,1456.1,1433.2,0,1,1
40,150.2,157.5,18.4,27.5,7.3,1432.2,1465.4,1448.8,0,1,1
43,150.0,161.1,12.9,18.8,11.1,1438.9,1475.8,1457.3,0,1,1
46,144.7,161.6,13.8,26.4,16.9,1414.6,1468.7,1441.7,1,1,1
49,145.0,164.3,13.8,25.3,19.3,1434.3,1473.5,1453.9,1,1,1
52,146.4,160.0,20.2,28.7,13.6,1410.6,1455.8,1433.2,0,1,1
55,141.0,163.8,19.2,29.5,22.8,1410.3,1469.6,1439.9,1,1,1
58,140.1,159.8,20.8,30.0,19.7,1407.4,1449.8,1428.6,1,1,1
61,142.4,164.3,11.4,27.7,21.9,1412.2,1470.0,1441.1,1,1,1
64,132.8,159.0,16.8,28.5,26.2,1394.5,1464.2,1429.3,1,1,1
67,141.9,163.3,22.3,28.5,21.4,1412.4,1459.0,1435.7,1,1,1
70,138.0,158.4,22.0,29.8,20.4,1404.0,1457.4,1430.7,1,1,1
73,148.7,164.3,20.0,28.2,15.6,1423.1,1460.5,1441.8,1,1,1
76,139.6,157.2,18.6,26.2,17.6,1407.1,1462.9,1435.0,1,1,1
79,142.7,157.0,13.8,23.7,14.3,1431.7,1476.8,1454.2,0,1,1
82,136.0,161.9,12.2,23.9,25.9,1411.7,1465.9,1438.8,1,1,1
85,138.6,154.8,15.1,24.4,16.2,1409.6,1468.6,1439.1,1,1,1
88,140.2,156.3,11.9,25.5,16.1,1421.3,1459.1,1440.2,1,1,1
91,152.6,167.5,20.3,27.7,14.9,1406.6,1457.7,1432.2,0,1,1
94,145.7,162.4,21.7,29.3,16.7,1407.4,1461.3,1434.3,1,1,1
97,151.5,162.7,23.2,25.4,11.2,1407.0,1458.9,1433.0,0,1,1
100,139.7,164.6,9.5,24.0,24.9,1441.8,1491.0,1466.4,1,1,1
103,140.1,164.2,15.1,25.7,24.1,1418.9,1468.4,1443.7,1,1,1
106,146.2,163.7,12.2,24.4,17.5,1432.3,1484.4,1458.3,1,1,1
109,134.1,157.5,8.5,24.4,23.4,1430.4,1472.0,1451.2,1,1,1
112,145.4,158.4,20.4,25.1,13.0,1409.3,1460.0,1434.7,0,1,1
115,147.1,156.3,23.4,28.2,9.2,1407.1,1455.7,1431.4,0,1,1
118,142.4,164.4,19.0,25.7,22.0,1401.4,1452.7,1427.1,1,1,1
121,146.7,161.9,19.0,27.4,15.2,1431.6,1471.3,1451.4,1,1,1
124,152.9,165.9,22.3,29.2,13.0,1443.3,1474.7,1459.0,0,1,1
127,153.5,161.0,28.8,35.2,7.5,1409.4,1464.5,1437.0,0,1,1
130,151.6,160.3,23.6,26.8,8.7,1411.6,1468.1,1439.8,0,1,1
133,147.0,163.7,14.0,22.1,16.7,1417.2,1468.6,1442.9,1,1,1
136,151.4,169.0,13.8,20.3,17.6,1459.0,1479.3,1469.2,1,1,1
139,153.6,165.9,22.9,28.7,12.3,1426.7,1463.4,1445.1,0,1,1
142,149.4,161.4,17.1,26.0,12.0,1430.9,1471.1,1451.0,0,1,1
145,152.3,160.5,26.9,30.6,8.2,1415.8,1457.8,1436.8,0,1,1
148,139.5,161.3,25.2,33.7,21.8,1399.4,1457.7,1428.6,1,1,1
151,150.6,163.1,25.3,34.5,12.5,1413.2,1464.5,1438.8,0,1,1
