frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,160.0,139.6,2.0,6.2,20.4,636.0,661.7,648.9,1,1,1
4,153.1,141.7,7.0,7.2,11.4,649.3,663.4,656.3,0,1,1
7,154.8,142.8,5.2,4.9,12.0,637.0,656.9,647.0,0,1,1
10,150.8,141.2,8.1,7.6,9.6,635.8,656.0,645.9,0,1,1
13,151.5,143.1,8.6,6.3,8.4,636.0,657.7,646.9,0,1,1
16,160.5,147.0,6.9,4.4,13.5,640.8,661.8,651.3,0,1,1
19,161.8,146.8,5.0,3.3,15.0,638.4,661.5,650.0,0,1,1
22,160.5,150.2,4.0,3.2,10.3,638.2,663.6,650.9,0,1,1
25,167.4,148.6,0.7,3.5,18.8,648.6,659.0,653.8,1,1,1
28,172.0,150.6,0.5,2.1,21.4,643.5,657.3,650.4,1,1,1
31,167.8,150.2,1.2,1.7,17.6,646.0,665.2,655.6,1,1,1
34,171.5,151.0,2.1,1.8,20.5,653.1,665.4,659.2,1,1,1
37,162.2,155.8,2.3,0.1,6.4,651.7,665.4,658.5,0,1,1
40,169.5,155.1,3.0,1.5,14.4,651.1,665.4,658.2,0,1,1
43,165.6,150.1,1.2,0.1,15.5,652.0,664.8,658.4,1,1,1
46,166.7,153.2,2.9,1.6,13.5,653.5,669.3,661.4,0,1,1
49,170.3,154.2,3.3,2.8,16.1,656.5,670.3,663.4,1,1,1
52,167.3,155.1,2.8,2.9,12.2,649.0,667.9,658.5,0,1,1
55,165.1,155.3,2.1,3.8,9.8,652.5,666.9,659.7,0,1,1
58,162.9,155.3,0.3,4.0,7.6,647.1,666.2,656.7,0,1,1
61,165.0,153.3,2.4,1.9,11.7,645.5,663.1,654.3,0,1,1
64,164.2,155.2,0.6,5.1,9.0,652.0,663.9,658.0,0,1,1
67,165.5,156.0,2.5,5.4,9.5,650.0,664.2,657.1,0,1,1
70,162.0,154.3,1.0,5.7,7.7,649.4,659.6,654.5,0,1,1
