frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,168.6,171.6,28.5,14.0,3.0,912.9,1191.0,1052.0,0,0,1
4,170.4,171.5,29.0,14.1,1.1,895.8,1174.1,1034.9,0,0,1
7,137.6,174.1,26.7,12.4,36.5,897.9,1184.0,1041.0,1,1,1
10,127.9,170.7,25.9,12.5,42.8,888.8,1187.9,1038.3,1,1,1
13,121.2,170.4,28.0,8.8,49.2,889.8,1114.3,1002.0,1,1,1
16,119.5,176.8,27.7,5.6,57.3,904.1,1088.2,996.2,1,1,1
19,124.4,172.1,26.6,6.2,47.7,937.1,1089.6,1013.3,1,1,1
22,100.4,145.9,25.9,0.7,45.5,890.7,951.3,921.0,1,1,1
25,155.6,165.2,25.6,2.1,9.6,1032.6,1107.8,1070.2,0,1,1
28,133.1,172.3,26.0,1.9,39.2,939.6,1051.0,995.3,1,1,1
31,145.4,166.1,25.5,3.3,20.7,984.5,1113.8,1049.2,1,1,1
34,117.9,171.3,24.4,5.4,53.4,916.0,1104.4,1010.2,1,1,1
37,101.4,165.9,24.3,5.0,64.5,861.1,1118.1,989.6,1,1,1
40,138.0,172.0,26.8,9.9,34.0,923.8,1160.8,1042.3,1,1,1
43,102.7,174.9,26.3,12.0,72.2,881.0,1181.6,1031.3,1,1,1
46,97.5,177.9,27.9,14.3,80.4,872.1,1179.6,1025.8,1,1,1
49,109.5,179.1,24.5,16.0,69.6,885.6,1162.4,1024.0,1,1,1
52,157.7,174.7,25.9,17.5,17.0,942.4,1157.0,1049.7,1,1,1
55,143.3,177.6,26.0,13.9,34.3,951.3,1158.3,1054.8,1,1,1
58,166.3,171.4,24.8,16.4,5.1,1038.4,1144.9,1091.7,0,0,0
61,159.1,164.1,25.2,17.7,5.0,983.5,1118.5,1051.0,0,1,1
64,144.3,160.0,25.5,20.2,15.7,962.1,1111.6,1036.8,1,1,1
67,128.6,156.9,26.4,20.5,28.3,915.3,1099.4,1007.4,1,1,1
70,120.3,161.6,25.7,16.7,41.3,918.9,1139.2,1029.0,1,1,1
73,142.8,164.4,25.5,17.8,21.6,941.6,1138.7,1040.2,1,1,1
76,147.9,169.5,28.2,15.2,21.6,922.1,1133.7,1027.9,1,1,1
79,127.0,162.5,24.7,16.7,35.5,938.2,1105.2,1021.7,1,1,1
82,107.5,172.6,25.1,15.2,65.1,904.1,1151.8,1028.0,1,1,1
85,128.7,171.7,27.4,16.3,43.0,903.9,1121.2,1012.5,1,1,1
88,129.5,174.9,25.5,15.0,45.4,931.9,1151.0,1041.5,1,1,1
91,112.7,167.3,24.6,12.3,54.6,922.4,1110.4,1016.4,1,1,1
94,120.9,167.1,25.9,14.0,46.2,938.5,1091.5,1015.0,1,1,1
97,119.4,155.3,25.4,20.9,35.9,939.7,1092.2,1016.0,1,1,1
100,147.2,110.5,26.3,15.7,36.7,902.7,920.2,911.5,1,1,1
103,147.9,168.3,24.5,5.9,20.4,903.9,1040.3,972.1,1,1,1
106,146.8,173.5,25.4,15.7,26.7,912.6,1151.5,1032.0,1,1,1
109,101.6,161.1,26.5,19.9,59.5,893.4,1114.8,1004.1,1,1,1
112,120.8,171.4,25.8,17.3,50.6,931.4,1161.9,1046.7,1,1,1
115,129.6,168.0,26.8,20.6,38.4,938.8,1152.6,1045.7,1,1,1
118,104.4,173.6,26.7,11.4,69.2,925.4,1118.9,1022.2,1,1,1
121,91.6,126.7,24.1,3.7,35.1,892.8,933.6,913.2,1,1,1
124,114.1,134.5,24.5,1.8,20.4,922.6,940.7,931.7,1,1,1
127,80.3,130.0,25.0,1.8,49.7,877.2,941.6,909.4,1,1,1
130,107.1,154.1,23.6,0.0,47.0,921.8,1002.1,962.0,1,1,1
133,123.1,146.4,23.7,1.9,23.3,954.6,989.8,972.2,1,1,1
136,109.9,150.9,25.4,1.1,41.0,921.8,971.5,946.6,1,1,1
139,100.3,151.7,25.4,0.5,51.4,913.3,986.3,949.8,1,1,1
142,129.3,139.9,24.2,1.6,10.6,947.7,975.2,961.5,0,1,1
145,123.6,117.2,23.7,4.6,6.4,909.3,899.1,904.2,0,1,1
148,121.3,101.2,24.5,0.9,20.1,910.3,886.8,898.5,1,1,1
151,100.9,141.9,24.6,0.6,41.0,907.0,964.9,936.0,1,1,1
154,94.1,146.3,25.6,1.4,52.2,892.0,975.8,933.9,1,1,1
157,98.1,133.7,24.2,0.1,35.6,899.5,946.2,922.9,1,1,1
160,100.6,156.0,24.4,0.4,55.4,906.4,998.0,952.2,1,1,1
