frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,142.7,146.3,31.1,39.6,3.6,787.9,877.7,832.8,0,1,1
4,133.6,145.0,12.2,33.9,11.4,792.4,872.4,832.4,0,1,1
7,138.6,152.1,14.1,32.1,13.5,796.9,854.2,825.5,0,1,1
10,143.4,152.7,25.6,36.1,9.3,794.3,899.9,847.1,0,1,1
13,155.7,148.8,31.2,35.8,6.9,816.7,870.8,843.8,0,1,1
16,146.2,143.2,23.9,33.5,3.0,811.5,883.6,847.5,0,1,1
19,154.7,150.0,26.1,32.6,4.7,827.5,886.2,856.9,0,1,1
22,152.8,147.1,26.3,32.2,5.7,826.7,882.8,854.8,0,1,1
25,150.4,154.4,27.1,36.7,4.0,820.1,892.7,856.4,0,1,1
28,157.3,151.9,34.7,38.6,5.4,823.0,894.0,858.5,0,1,1
31,159.3,152.8,30.5,41.8,6.5,825.8,907.8,866.8,0,1,1
34,153.8,152.2,34.6,40.1,1.6,808.1,893.6,850.9,0,1,1
37,135.4,142.4,19.9,34.8,7.0,780.2,863.4,821.8,0,1,1
40,146.7,141.6,25.9,33.5,5.1,792.5,850.5,821.5,0,1,1
43,156.6,152.6,27.2,36.6,4.0,818.8,885.8,852.3,0,1,1
46,151.3,152.5,29.3,40.2,1.2,796.0,885.1,840.5,0,1,1
49,147.1,152.5,21.3,35.6,5.4,814.5,881.3,847.9,0,1,1
52,146.7,156.2,22.2,42.1,9.5,798.3,898.3,848.3,0,1,1
55,159.8,156.7,42.9,47.5,3.1,814.4,906.3,860.3,0,1,1
58,171.5,165.8,50.3,57.9,5.7,839.8,897.8,868.8,0,0,1
61,175.7,162.5,51.4,56.0,13.2,829.4,889.2,859.3,0,0,1
64,175.7,166.2,55.4,60.8,9.5,847.0,884.8,865.9,0,0,1
67,179.1,163.7,50.5,60.6,15.4,854.1,889.4,871.8,1,0,1
70,170.9,159.7,45.4,58.7,11.2,833.3,884.7,859.0,0,1,1
73,165.3,160.3,52.1,62.8,5.0,867.8,887.5,877.6,0,0,1
76,166.8,168.0,26.9,42.4,1.2,723.2,862.8,793.0,0,0,1
79,170.7,158.0,49.0,58.0,12.7,834.8,881.9,858.3,0,1,1
82,169.8,148.3,10.6,22.3,21.5,740.0,836.6,788.3,1,1,1
85,165.9,152.5,46.9,53.0,13.4,806.4,871.7,839.0,0,1,1
88,175.2,161.2,47.1,56.7,14.0,788.8,839.7,814.2,0,0,1
91,168.8,158.7,49.0,56.6,10.1,835.7,884.5,860.1,0,1,1
94,172.4,166.4,47.2,51.4,6.0,781.9,843.1,812.5,0,0,1
97,175.0,170.7,55.3,63.0,4.3,838.6,879.8,859.2,0,0,1
