frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,94.7,117.7,36.1,23.0,23.0,617.0,641.0,629.0,1,1,0
4,98.1,114.1,35.0,19.3,16.0,619.4,638.1,628.8,1,1,0
7,94.5,114.3,35.6,23.4,19.8,617.1,637.7,627.4,1,1,0
10,95.1,114.4,39.6,21.6,19.3,621.0,633.7,627.4,1,1,0
13,162.2,169.0,25.2,13.3,6.8,562.0,564.6,563.3,0,0,0
16,154.8,165.9,24.1,10.2,11.1,569.7,559.0,564.4,0,1,0
19,153.2,163.0,21.9,8.9,9.8,571.2,556.1,563.7,0,1,0
22,148.7,162.6,22.2,7.8,13.9,562.9,562.7,562.8,0,1,0
25,146.7,161.4,21.1,7.8,14.7,562.7,559.7,561.2,0,1,0
28,144.8,161.2,20.7,9.6,16.4,559.6,561.3,560.5,1,1,0
31,138.1,162.1,23.6,9.9,24.0,559.1,564.9,562.0,1,1,0
34,134.5,160.7,26.7,12.4,26.2,553.7,567.2,560.5,1,1,0
37,131.2,159.9,28.3,13.4,28.7,556.2,569.6,562.9,1,1,0
40,133.5,166.4,26.3,19.6,32.9,556.7,569.1,562.9,1,1,0
43,135.9,166.0,26.3,20.4,30.1,561.9,576.4,569.1,1,1,0
46,142.1,166.7,25.3,23.1,24.6,569.5,576.2,572.9,1,1,0
49,149.0,167.9,24.9,23.8,18.9,569.6,578.4,574.0,1,1,0
52,154.6,161.0,24.1,22.4,6.4,572.7,580.6,576.7,0,1,0
55,162.5,159.4,20.4,23.3,3.1,573.8,575.8,574.8,0,1,0
58,161.9,158.3,22.5,21.6,3.6,576.1,578.1,577.1,0,1,0
61,162.3,158.7,24.3,20.9,3.6,575.6,571.9,573.8,0,1,0
64,157.0,155.9,24.3,18.8,1.1,580.5,578.6,579.5,0,1,0
67,154.6,158.5,23.7,20.0,3.9,579.6,579.8,579.7,0,1,0
