frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,164.5,163.8,0.3,26.9,0.7,894.7,834.6,864.7,0,0,1
4,162.3,162.0,2.2,21.0,0.3,907.7,849.2,878.5,0,0,1
7,167.5,176.8,5.1,31.9,9.3,898.3,850.0,874.1,0,0,1
10,170.1,178.1,5.9,33.9,8.0,914.9,840.8,877.8,0,0,0
13,169.3,178.7,6.0,30.2,9.4,894.7,844.6,869.7,0,0,1
16,160.0,146.4,1.5,17.1,13.6,920.2,846.8,883.5,0,1,1
19,160.1,154.1,9.2,13.9,6.0,913.2,844.8,879.0,0,1,1
22,158.5,167.5,3.2,22.9,9.0,917.1,849.5,883.3,0,1,1
25,163.5,175.6,4.4,27.7,12.1,916.8,847.9,882.3,0,0,1
28,165.0,169.6,3.8,25.7,4.6,904.0,834.1,869.0,0,0,1
31,153.6,170.1,6.1,20.5,16.5,900.5,843.5,872.0,1,1,1
34,154.6,168.1,4.0,20.2,13.5,908.7,847.1,877.9,0,1,1
37,156.6,164.7,6.7,13.3,8.1,912.2,849.6,880.9,0,1,1
40,162.3,168.2,3.7,17.5,5.9,898.4,853.2,875.8,0,0,1
43,160.9,157.6,7.3,20.5,3.3,908.2,835.2,871.7,0,1,1
46,159.0,167.0,3.1,23.1,8.0,896.8,840.2,868.5,0,1,1
49,163.2,163.2,2.2,20.7,0.0,893.0,831.5,862.2,0,0,1
52,164.9,166.9,1.7,26.9,2.0,884.7,824.9,854.8,0,0,1
55,161.0,170.1,6.4,26.6,9.1,869.5,799.0,834.2,0,0,1
58,165.0,161.6,3.0,25.3,3.4,878.3,831.1,854.7,0,0,1
61,168.3,177.1,6.2,25.5,8.8,909.8,803.6,856.7,0,0,1
64,167.3,172.3,8.0,19.7,5.0,911.7,803.1,857.4,0,0,1
67,165.6,178.3,1.8,17.8,12.7,898.5,826.6,862.5,0,0,1
70,165.7,172.4,0.7,17.8,6.7,894.5,819.5,857.0,0,0,1
73,169.6,173.6,0.3,22.5,4.0,875.9,826.2,851.0,0,0,1
76,165.2,151.3,1.1,6.2,13.9,895.2,843.6,869.4,0,1,1
79,170.7,155.1,0.7,17.9,15.6,891.5,836.5,864.0,1,1,1
82,166.8,172.9,1.8,16.8,6.1,882.4,841.9,862.1,0,0,1
85,165.3,164.6,1.4,18.3,0.7,883.2,835.4,859.3,0,0,1
88,167.5,167.8,4.0,16.3,0.3,895.3,830.5,862.9,0,0,1
91,167.7,174.9,2.8,19.2,7.2,870.2,813.2,841.7,0,0,1
94,170.1,159.9,1.2,23.9,10.2,877.1,823.9,850.5,0,1,1
97,171.4,156.0,3.7,21.3,15.4,875.0,812.8,843.9,1,1,1
100,167.0,170.4,3.4,22.9,3.4,879.5,811.7,845.6,0,0,1
103,165.5,162.0,4.6,24.8,3.5,874.5,806.3,840.4,0,0,1
106,167.7,162.7,6.3,20.0,5.0,868.3,827.1,847.7,0,0,1
109,165.9,157.8,4.6,19.1,8.1,892.4,822.7,857.5,0,1,1
112,171.2,166.8,0.5,25.3,4.4,892.5,824.2,858.4,0,0,1
115,167.3,163.7,2.4,24.4,3.6,884.5,820.4,852.5,0,0,1
118,172.6,169.3,2.3,21.8,3.3,895.9,804.4,850.1,0,0,1
121,170.1,173.5,1.5,18.3,3.4,887.2,817.6,852.4,0,0,1
124,168.8,165.4,2.5,24.0,3.4,895.8,821.7,858.8,0,0,1
127,166.6,161.0,3.2,23.4,5.6,874.4,820.7,847.5,0,0,1
130,162.3,161.8,6.8,14.8,0.5,874.0,808.5,841.2,0,0,1
133,167.5,167.2,6.7,19.3,0.3,873.0,820.7,846.9,0,0,1
136,166.7,159.3,5.6,24.9,7.4,876.9,806.3,841.6,0,1,1
139,137.4,158.2,15.0,22.2,20.8,853.3,813.2,833.2,1,1,1
142,164.1,163.0,7.6,19.2,1.1,884.9,831.1,858.0,0,0,1
145,169.1,154.8,6.6,17.0,14.3,880.8,812.3,846.5,0,1,1
148,168.7,154.2,5.8,18.2,14.5,888.0,814.1,851.0,0,1,1
151,165.4,164.6,3.7,24.2,0.8,889.6,825.7,857.7,0,0,1
154,168.8,156.5,5.3,18.1,12.3,885.2,825.0,855.1,0,1,1
157,166.9,159.9,8.0,16.9,7.0,889.0,820.6,854.8,0,1,1
160,165.2,163.0,7.9,17.3,2.2,884.2,814.7,849.5,0,0,1
163,165.6,160.7,7.2,16.8,4.9,878.0,806.3,842.1,0,0,1
166,168.5,167.0,4.2,17.2,1.5,872.6,812.4,842.5,0,0,1
169,170.2,163.7,5.9,21.3,6.5,883.2,822.4,852.8,0,0,1
172,168.1,160.7,7.7,19.4,7.4,871.3,811.4,841.3,0,0,1
175,166.5,166.6,5.8,18.7,0.1,872.2,806.6,839.4,0,0,1
178,166.6,159.9,7.4,22.5,6.7,874.9,803.8,839.3,0,1,1
