frame,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,symmetry_diff,left_wrist_y,right_wrist_y,avg_wrist_y,asymmetry_flag,lockout_flag,low_visibility_flag
1,150.2,130.9,0.7,1.8,19.3,590.5,606.0,598.2,1,1,1
4,163.8,141.3,0.0,0.5,22.5,599.4,619.9,609.6,1,1,1
7,167.0,146.2,2.2,2.7,20.8,597.2,629.1,613.2,1,1,1
10,164.8,152.2,3.7,4.4,12.6,614.4,630.8,622.6,0,1,1
13,163.8,154.1,2.4,7.7,9.7,609.7,628.7,619.2,0,1,1
16,158.7,157.7,3.6,10.1,1.0,611.9,627.4,619.6,0,1,1
19,167.0,157.9,1.4,9.3,9.1,597.9,628.0,613.0,0,1,1
22,156.4,156.2,8.3,7.5,0.2,608.3,627.5,617.9,0,1,1
25,161.5,155.2,2.6,6.5,6.3,602.5,624.6,613.5,0,1,1
28,169.1,150.9,7.9,4.0,18.2,577.2,621.7,599.5,1,1,1
31,159.5,144.8,2.6,2.5,14.7,598.4,615.9,607.1,0,1,1
34,159.5,140.1,0.9,0.1,19.4,572.4,606.5,589.5,1,1,1
37,129.2,140.3,3.7,0.6,11.1,537.5,602.3,569.9,0,1,1
40,142.2,133.3,4.0,1.8,8.9,564.8,594.0,579.4,0,1,1
43,145.7,134.9,5.0,0.3,10.8,574.0,593.6,583.8,0,1,1
46,158.3,137.4,0.3,2.3,20.9,587.2,593.0,590.1,1,1,1
49,159.7,139.8,0.7,0.9,19.9,587.9,596.8,592.3,1,1,1
52,166.0,149.6,3.1,4.1,16.4,606.1,603.4,604.8,1,1,1
55,166.2,148.0,0.6,3.2,18.2,596.0,606.2,601.1,1,1,1
58,142.3,148.6,4.9,0.3,6.3,570.6,608.8,589.7,0,1,1
61,161.7,152.0,3.8,0.8,9.7,611.6,616.0,613.8,0,1,1
64,161.4,150.0,0.1,4.8,11.4,589.8,620.4,605.1,0,1,1
67,160.9,156.3,4.5,4.7,4.6,609.8,621.9,615.8,0,1,1
70,165.9,155.7,1.7,6.2,10.2,606.1,621.2,613.7,0,1,1
73,165.2,155.6,1.0,7.7,9.6,598.7,623.5,611.1,0,1,1
76,162.2,157.1,7.3,6.6,5.1,618.4,625.9,622.1,0,1,1
79,164.9,157.3,4.2,4.7,7.6,606.2,624.8,615.5,0,1,1
82,165.9,162.6,4.7,2.0,3.3,612.5,628.0,620.2,0,0,1
85,136.4,153.9,3.4,1.1,17.5,565.6,631.3,598.5,1,1,1
88,153.6,156.0,3.2,3.4,2.4,574.1,627.8,601.0,0,1,1
91,161.4,155.0,1.9,3.6,6.4,582.5,624.1,603.3,0,1,1
94,158.3,149.8,1.8,3.3,8.5,589.2,625.6,607.4,0,1,1
97,152.8,144.6,6.9,3.1,8.2,598.7,620.0,609.4,0,1,1
100,165.2,144.0,8.8,2.4,21.2,623.1,621.1,622.1,1,1,1
103,160.5,146.2,8.2,1.8,14.3,618.3,622.1,620.2,0,1,1
106,166.7,147.8,6.6,0.0,18.9,627.4,630.5,629.0,1,1,1
109,167.4,147.2,4.1,4.6,20.2,627.9,629.2,628.5,1,1,1
112,164.1,151.9,8.6,0.5,12.2,631.1,634.0,632.5,0,1,1
115,167.4,148.1,1.8,6.8,19.3,627.7,636.0,631.9,1,1,1
118,173.6,148.7,0.1,6.0,24.9,622.6,634.9,628.8,1,1,1
121,164.5,150.4,7.6,6.7,14.1,636.5,630.4,633.5,0,1,1
124,157.9,143.7,6.0,11.5,14.2,611.5,623.9,617.7,0,1,1
127,161.1,144.8,11.3,7.9,16.3,630.2,623.2,626.7,1,1,1
130,165.8,145.7,5.8,8.5,20.1,605.5,618.5,612.0,1,1,1
133,156.3,150.7,11.6,0.2,5.6,607.7,619.6,613.7,0,1,1
136,136.6,146.9,0.5,0.1,10.3,580.5,617.3,598.9,0,1,1
139,136.8,136.8,3.3,3.6,0.0,565.4,607.7,586.5,0,1,1
142,144.8,145.9,12.8,1.2,1.1,560.5,610.0,585.2,0,1,1
145,144.7,149.4,13.5,2.8,4.7,559.3,614.7,587.0,0,1,1
148,145.8,148.3,12.0,3.0,2.5,553.4,613.1,583.2,0,1,1
151,148.2,154.0,13.0,6.3,5.8,563.5,615.7,589.6,0,1,1
154,149.8,151.6,9.9,5.6,1.8,565.3,614.8,590.0,0,1,1
157,144.3,142.4,5.7,5.4,1.9,562.8,611.4,587.1,0,1,1
160,155.7,149.2,0.2,4.3,6.5,593.7,612.0,602.9,0,1,1
163,150.4,140.3,0.0,0.4,10.1,584.6,601.0,592.8,0,1,1
166,150.7,137.9,12.0,2.5,12.8,575.0,605.9,590.5,0,1,1
169,153.2,147.2,1.9,5.0,6.0,582.1,607.9,595.0,0,1,1
172,147.2,150.4,3.4,6.8,3.2,557.5,622.1,589.8,0,1,1
175,140.2,153.8,6.4,8.5,13.6,516.3,624.4,570.3,0,1,1
178,153.7,157.6,0.2,8.6,3.9,568.7,626.1,597.4,0,1,1
181,153.2,159.3,1.7,8.2,6.1,597.6,631.7,614.7,0,1,1
184,157.1,161.9,0.3,8.5,4.8,609.4,633.4,621.4,0,1,1
187,155.0,162.1,0.5,9.0,7.1,593.9,629.5,611.7,0,1,1
190,159.0,164.3,0.2,9.1,5.3,602.9,632.5,617.7,0,1,1
193,162.2,166.6,1.2,9.8,4.4,607.9,631.2,619.5,0,0,1
