video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
53bad,0,0.0,0.1244,0.5467,0.1057,0.7096,6.5,38.5,0.182,0,clean_catch,0
53bad,1,16.660371959942776,0.1238,0.5473,0.1091,0.7081,5.2,39.8,0.175,0,clean_catch,0
53bad,2,33.32074391988555,0.1232,0.5474,0.1116,0.707,4.2,40.8,0.171,0,clean_catch,0
53bad,3,49.98111587982832,0.1226,0.5471,0.1133,0.7061,3.4,41.6,0.168,0,clean_catch,0
53bad,4,66.6414878397711,0.1219,0.5456,0.1138,0.7062,2.9,42.1,0.169,0,clean_catch,0
53bad,5,83.30185979971387,0.1211,0.5443,0.1131,0.7056,2.9,42.1,0.169,0,clean_catch,0
53bad,6,99.96223175965665,0.1207,0.5437,0.1133,0.7049,2.6,42.4,0.169,0,clean_catch,0
53bad,7,116.62260371959943,0.1203,0.5432,0.1138,0.704,2.3,42.7,0.167,0,clean_catch,0
53bad,8,133.2829756795422,0.1201,0.5428,0.1148,0.7031,1.9,43.1,0.166,0,clean_catch,0
53bad,9,149.94334763948498,0.1196,0.5428,0.1155,0.7033,1.5,43.5,0.165,0,clean_catch,0
53bad,10,166.60371959942773,0.1191,0.543,0.1159,0.7034,1.2,43.8,0.164,0,clean_catch,0
53bad,11,183.2640915593705,0.1185,0.5429,0.1156,0.703,1.0,44.0,0.163,0,clean_catch,0
53bad,12,199.9244635193133,0.1178,0.5425,0.1149,0.7024,1.1,43.9,0.163,0,clean_catch,0
53bad,13,216.58483547925607,0.1175,0.5427,0.1145,0.702,1.1,43.9,0.162,0,clean_catch,0
53bad,14,233.24520743919885,0.1178,0.5433,0.1154,0.7014,0.9,44.1,0.16,0,clean_catch,0
53bad,15,249.90557939914163,0.1182,0.5446,0.1168,0.7011,0.6,44.4,0.158,0,clean_catch,0
53bad,16,266.5659513590844,0.1187,0.5459,0.1181,0.7008,0.3,44.7,0.155,0,clean_catch,0
53bad,17,283.2263233190272,0.1197,0.548,0.1187,0.7008,0.4,44.6,0.154,0,clean_catch,0
