video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
50good,0,0.0,0.8927,0.3642,0.8791,0.5556,4.1,40.9,0.205,0,clean_catch,0
50good,1,16.659884884884885,0.8924,0.3645,0.879,0.5554,4.0,41.0,0.204,0,clean_catch,0
50good,2,33.31976976976977,0.8922,0.3647,0.879,0.5552,4.0,41.0,0.204,0,clean_catch,0
50good,3,49.97965465465465,0.892,0.3649,0.879,0.5551,3.9,41.1,0.203,0,clean_catch,0
50good,4,66.63953953953954,0.8918,0.3651,0.879,0.5549,3.9,41.1,0.203,0,clean_catch,0
50good,5,83.29942442442443,0.8916,0.3651,0.8791,0.5547,3.8,41.2,0.202,0,clean_catch,0
50good,6,99.9593093093093,0.8914,0.3651,0.8792,0.5545,3.7,41.3,0.202,0,clean_catch,0
50good,7,116.6191941941942,0.8912,0.3651,0.8793,0.5544,3.6,41.4,0.201,0,clean_catch,0
50good,8,133.27907907907908,0.8909,0.3652,0.8793,0.554,3.5,41.5,0.2,0,clean_catch,0
50good,9,149.93896396396397,0.8908,0.3653,0.8794,0.5537,3.5,41.5,0.2,0,clean_catch,0
50good,10,166.59884884884886,0.8907,0.3654,0.8794,0.5532,3.4,41.6,0.199,0,clean_catch,0
50good,11,183.25873373373375,0.8906,0.3655,0.8795,0.5529,3.4,41.6,0.198,0,clean_catch,0
50good,12,199.9186186186186,0.8905,0.3656,0.8796,0.5527,3.4,41.6,0.198,0,clean_catch,0
50good,13,216.5785035035035,0.8904,0.3657,0.8797,0.5528,3.3,41.7,0.198,0,clean_catch,0
50good,14,233.2383883883884,0.8903,0.3658,0.8798,0.5528,3.2,41.8,0.198,0,clean_catch,0
50good,15,249.89827327327328,0.8903,0.3658,0.8799,0.5527,3.2,41.8,0.197,0,clean_catch,0
50good,16,266.55815815815816,0.8903,0.3658,0.8801,0.5526,3.1,41.9,0.197,0,clean_catch,0
50good,17,283.21804304304305,0.8903,0.3658,0.8802,0.5524,3.1,41.9,0.197,0,clean_catch,0
50good,18,299.87792792792794,0.8902,0.3658,0.8803,0.5521,3.1,41.9,0.196,0,clean_catch,0
50good,19,316.53781281281283,0.8902,0.3658,0.8803,0.5519,3.0,42.0,0.196,0,clean_catch,0
50good,20,333.1976976976977,0.8902,0.3658,0.8803,0.5517,3.0,42.0,0.196,0,clean_catch,0
50good,21,349.8575825825826,0.8901,0.3658,0.8803,0.5517,3.0,42.0,0.196,0,clean_catch,0
50good,22,366.5174674674675,0.8901,0.3658,0.8802,0.5516,3.0,42.0,0.196,0,clean_catch,0
50good,23,383.1773523523524,0.8901,0.3658,0.8802,0.5515,3.0,42.0,0.196,0,clean_catch,0
50good,24,399.8372372372372,0.8901,0.3658,0.8802,0.5512,3.1,41.9,0.195,0,clean_catch,0
50good,25,416.4971221221221,0.8901,0.3658,0.8802,0.5509,3.0,42.0,0.195,0,clean_catch,0
50good,26,433.157007007007,0.8901,0.3657,0.8803,0.5508,3.0,42.0,0.195,0,clean_catch,0
50good,27,449.8168918918919,0.8901,0.3657,0.8803,0.5508,3.0,42.0,0.195,0,clean_catch,0
50good,28,466.4767767767768,0.89,0.3657,0.8803,0.5509,3.0,42.0,0.195,0,clean_catch,0
50good,29,483.13666166166166,0.89,0.3657,0.8803,0.5511,3.0,42.0,0.195,0,clean_catch,0
50good,30,499.79654654654655,0.89,0.3657,0.8803,0.5511,3.0,42.0,0.195,0,clean_catch,0
50good,31,516.4564314314314,0.89,0.3657,0.8803,0.5511,3.0,42.0,0.195,0,clean_catch,0
50good,32,533.1163163163163,0.8899,0.3656,0.8804,0.5509,3.0,42.0,0.195,0,clean_catch,0
50good,33,549.7762012012012,0.8899,0.3656,0.8805,0.5507,2.9,42.1,0.195,0,clean_catch,0
50good,34,566.4360860860861,0.8899,0.3656,0.8806,0.5504,2.9,42.1,0.194,0,clean_catch,0
50good,35,583.0959709709709,0.8899,0.3656,0.8806,0.5502,2.9,42.1,0.194,0,clean_catch,0
50good,36,599.7558558558559,0.8899,0.3655,0.8807,0.55,2.9,42.1,0.194,0,clean_catch,0
50good,37,616.4157407407407,0.8899,0.3655,0.8807,0.5498,2.8,42.2,0.193,0,clean_catch,0
50good,38,633.0756256256257,0.8898,0.3655,0.8807,0.5496,2.9,42.1,0.193,0,clean_catch,0
50good,39,649.7355105105105,0.8898,0.3655,0.8807,0.5496,2.9,42.1,0.193,0,clean_catch,0
50good,40,666.3953953953954,0.8898,0.3655,0.8807,0.5493,2.9,42.1,0.193,0,clean_catch,0
50good,41,683.0552802802803,0.8898,0.3654,0.8807,0.5488,2.9,42.1,0.193,0,clean_catch,0
50good,42,699.7151651651652,0.8897,0.3654,0.8806,0.5483,2.8,42.2,0.192,0,clean_catch,0
50good,43,716.37505005005,0.8896,0.3654,0.8806,0.5479,2.8,42.2,0.191,0,clean_catch,0
50good,44,733.034934934935,0.8895,0.3654,0.8806,0.5476,2.8,42.2,0.191,0,clean_catch,0
50good,45,749.6948198198198,0.8894,0.3654,0.8806,0.5476,2.8,42.2,0.191,0,clean_catch,0
50good,46,766.3547047047048,0.8893,0.3654,0.8806,0.5476,2.7,42.3,0.191,0,clean_catch,0
50good,47,783.0145895895896,0.8892,0.3654,0.8806,0.5475,2.7,42.3,0.191,0,clean_catch,0
50good,48,799.6744744744744,0.8892,0.3654,0.8805,0.5474,2.7,42.3,0.191,0,clean_catch,0
50good,49,816.3343593593594,0.8892,0.3654,0.8805,0.5473,2.7,42.3,0.191,0,clean_catch,0
50good,50,832.9942442442442,0.8892,0.3654,0.8804,0.5472,2.8,42.2,0.191,0,clean_catch,0
50good,51,849.6541291291292,0.8892,0.3654,0.8804,0.5474,2.8,42.2,0.191,0,clean_catch,0
50good,52,866.314014014014,0.8892,0.3654,0.8803,0.5478,2.8,42.2,0.191,0,clean_catch,0
50good,53,882.9738988988989,0.8892,0.3654,0.8803,0.5482,2.8,42.2,0.192,0,clean_catch,0
50good,54,899.6337837837838,0.8892,0.3654,0.8803,0.5486,2.8,42.2,0.192,0,clean_catch,0
50good,55,916.2936686686687,0.8892,0.3654,0.8803,0.5489,2.8,42.2,0.192,0,clean_catch,0
50good,56,932.9535535535535,0.8891,0.3655,0.8803,0.5491,2.8,42.2,0.193,0,clean_catch,0
50good,57,949.6134384384385,0.8891,0.3655,0.8803,0.5493,2.8,42.2,0.193,0,clean_catch,0
50good,58,966.2733233233233,0.8891,0.3655,0.8803,0.5493,2.8,42.2,0.193,0,clean_catch,0
50good,59,982.9332082082083,0.8891,0.3655,0.8803,0.5493,2.7,42.3,0.193,0,clean_catch,0
50good,60,999.5930930930931,0.8891,0.3656,0.8803,0.5493,2.7,42.3,0.192,0,clean_catch,0
50good,61,1016.252977977978,0.8891,0.3656,0.8804,0.5494,2.7,42.3,0.192,0,clean_catch,0
50good,62,1032.9128628628628,0.8891,0.3656,0.8804,0.5493,2.7,42.3,0.192,0,clean_catch,0
50good,63,1049.5727477477478,0.889,0.3657,0.8805,0.5494,2.7,42.3,0.192,0,clean_catch,0
50good,64,1066.2326326326327,0.889,0.3658,0.8805,0.5495,2.7,42.3,0.192,0,clean_catch,0
50good,65,1082.8925175175175,0.889,0.3659,0.8805,0.5497,2.7,42.3,0.192,0,clean_catch,0
50good,66,1099.5524024024023,0.889,0.3659,0.8805,0.5498,2.6,42.4,0.192,0,clean_catch,0
50good,67,1116.2122872872874,0.8889,0.366,0.8805,0.5499,2.6,42.4,0.192,0,clean_catch,0
50good,68,1132.8721721721722,0.8889,0.366,0.8805,0.5499,2.6,42.4,0.192,0,clean_catch,0
50good,69,1149.532057057057,0.8888,0.3661,0.8805,0.5498,2.6,42.4,0.192,0,clean_catch,0
50good,70,1166.1919419419419,0.8887,0.3661,0.8805,0.5499,2.6,42.4,0.192,0,clean_catch,0
50good,71,1182.851826826827,0.8886,0.3662,0.8805,0.55,2.5,42.5,0.192,0,clean_catch,0
50good,72,1199.5117117117118,0.8886,0.3662,0.8805,0.5501,2.5,42.5,0.192,0,clean_catch,0
50good,73,1216.1715965965966,0.8885,0.3662,0.8804,0.5503,2.5,42.5,0.192,0,clean_catch,0
50good,74,1232.8314814814814,0.8885,0.3662,0.8804,0.5504,2.5,42.5,0.192,0,clean_catch,0
50good,75,1249.4913663663665,0.8884,0.3662,0.8803,0.5505,2.5,42.5,0.192,0,clean_catch,0
50good,76,1266.1512512512513,0.8883,0.3663,0.8803,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,77,1282.8111361361362,0.8882,0.3663,0.8802,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,78,1299.471021021021,0.8881,0.3663,0.8802,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,79,1316.1309059059058,0.888,0.3663,0.8801,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,80,1332.7907907907909,0.8879,0.3663,0.88,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,81,1349.4506756756757,0.8878,0.3664,0.8799,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,82,1366.1105605605605,0.8877,0.3664,0.8798,0.5506,2.5,42.5,0.192,0,clean_catch,0
50good,83,1382.7704454454454,0.8876,0.3665,0.8798,0.5507,2.4,42.6,0.192,0,clean_catch,0
50good,84,1399.4303303303304,0.8875,0.3665,0.8799,0.5506,2.4,42.6,0.192,0,clean_catch,0
50good,85,1416.0902152152153,0.8875,0.3665,0.8799,0.5508,2.4,42.6,0.192,0,clean_catch,0
50good,86,1432.7501001001,0.8875,0.3666,0.8799,0.5512,2.4,42.6,0.192,0,clean_catch,0
