video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
37bad,0,0.0,0.9566,0.3005,0.9454,0.514,3.0,42.0,0.225,0,clean_catch,0
37bad,1,16.725978647686834,0.9564,0.3015,0.9451,0.5131,3.1,41.9,0.223,0,clean_catch,0
37bad,2,33.45195729537367,0.9562,0.3023,0.9448,0.5124,3.1,41.9,0.222,0,clean_catch,0
37bad,3,50.1779359430605,0.9561,0.3028,0.9445,0.512,3.2,41.8,0.221,0,clean_catch,0
37bad,4,66.90391459074733,0.9561,0.3029,0.9443,0.5121,3.2,41.8,0.221,0,clean_catch,0
37bad,5,83.62989323843416,0.956,0.303,0.9442,0.5119,3.3,41.7,0.221,0,clean_catch,0
37bad,6,100.355871886121,0.9559,0.303,0.9441,0.5114,3.3,41.7,0.22,0,clean_catch,0
37bad,7,117.08185053380782,0.9558,0.303,0.944,0.5108,3.3,41.7,0.22,0,clean_catch,0
37bad,8,133.80782918149467,0.9556,0.303,0.944,0.5105,3.2,41.8,0.219,0,clean_catch,0
37bad,9,150.53380782918148,0.9555,0.3029,0.9439,0.5104,3.2,41.8,0.219,0,clean_catch,0
37bad,10,167.25978647686833,0.9553,0.3029,0.9437,0.5105,3.2,41.8,0.219,0,clean_catch,0
37bad,11,183.98576512455514,0.9551,0.3028,0.9435,0.5106,3.2,41.8,0.219,0,clean_catch,0
37bad,12,200.711743772242,0.9549,0.3028,0.9432,0.5105,3.2,41.8,0.219,0,clean_catch,0
37bad,13,217.4377224199288,0.9546,0.3027,0.9429,0.5103,3.2,41.8,0.219,0,clean_catch,0
37bad,14,234.16370106761565,0.9543,0.3027,0.9427,0.5099,3.2,41.8,0.219,0,clean_catch,0
37bad,15,250.8896797153025,0.9541,0.3026,0.9426,0.5094,3.2,41.8,0.218,0,clean_catch,0
37bad,16,267.61565836298934,0.9539,0.3025,0.9425,0.5089,3.2,41.8,0.218,0,clean_catch,0
37bad,17,284.34163701067615,0.9537,0.3024,0.9424,0.5085,3.1,41.9,0.217,0,clean_catch,0
37bad,18,301.06761565836297,0.9534,0.3022,0.9423,0.5083,3.1,41.9,0.217,0,clean_catch,0
37bad,19,317.7935943060498,0.9531,0.3022,0.9421,0.5083,3.0,42.0,0.217,0,clean_catch,0
37bad,20,334.51957295373666,0.9528,0.3021,0.942,0.5083,3.0,42.0,0.217,0,clean_catch,0
37bad,21,351.2455516014235,0.9526,0.3021,0.942,0.5084,2.9,42.1,0.217,0,clean_catch,0
37bad,22,367.9715302491103,0.9524,0.3021,0.9419,0.5084,2.9,42.1,0.217,0,clean_catch,0
37bad,23,384.69750889679716,0.9523,0.3021,0.9418,0.5086,2.9,42.1,0.217,0,clean_catch,0
37bad,24,401.423487544484,0.9522,0.3021,0.9417,0.5088,2.9,42.1,0.217,0,clean_catch,0
37bad,25,418.1494661921708,0.9521,0.3022,0.9415,0.509,2.9,42.1,0.217,0,clean_catch,0
37bad,26,434.8754448398576,0.952,0.3023,0.9413,0.5093,3.0,42.0,0.218,0,clean_catch,0
37bad,27,451.6014234875445,0.952,0.3024,0.9412,0.5095,3.0,42.0,0.218,0,clean_catch,0
37bad,28,468.3274021352313,0.9518,0.3024,0.9411,0.5099,2.9,42.1,0.218,0,clean_catch,0
37bad,29,485.0533807829181,0.9516,0.3024,0.9411,0.5102,2.9,42.1,0.218,0,clean_catch,0
37bad,30,501.779359430605,0.9515,0.3025,0.9411,0.5106,2.9,42.1,0.218,0,clean_catch,0
37bad,31,518.5053380782917,0.9514,0.3025,0.9411,0.5108,2.8,42.2,0.219,0,clean_catch,0
37bad,32,535.2313167259787,0.9513,0.3025,0.9411,0.5109,2.8,42.2,0.219,0,clean_catch,0
37bad,33,551.9572953736655,0.9512,0.3025,0.9411,0.5108,2.8,42.2,0.218,0,clean_catch,0
37bad,34,568.6832740213523,0.9511,0.3025,0.9411,0.5108,2.8,42.2,0.218,0,clean_catch,0
37bad,35,585.4092526690391,0.9509,0.3025,0.9411,0.5108,2.7,42.3,0.218,0,clean_catch,0
37bad,36,602.1352313167259,0.9507,0.3025,0.9411,0.5109,2.6,42.4,0.218,0,clean_catch,0
37bad,37,618.8612099644128,0.9505,0.3025,0.9411,0.5109,2.6,42.4,0.218,0,clean_catch,0
37bad,38,635.5871886120996,0.9503,0.3024,0.9411,0.511,2.5,42.5,0.218,0,clean_catch,0
37bad,39,652.3131672597865,0.9501,0.3024,0.9411,0.511,2.5,42.5,0.218,0,clean_catch,0
37bad,40,669.0391459074733,0.9498,0.3024,0.9411,0.5111,2.4,42.6,0.217,0,clean_catch,0
37bad,41,685.7651245551601,0.9495,0.3026,0.9411,0.5114,2.3,42.7,0.217,0,clean_catch,0
37bad,42,702.491103202847,0.9492,0.3028,0.9412,0.5116,2.2,42.8,0.217,0,clean_catch,0
37bad,43,719.2170818505338,0.949,0.303,0.9412,0.5118,2.1,42.9,0.217,0,clean_catch,0
37bad,44,735.9430604982206,0.9487,0.3032,0.9412,0.5118,2.1,42.9,0.216,0,clean_catch,0
37bad,45,752.6690391459074,0.9484,0.3032,0.9412,0.5118,2.0,43.0,0.216,0,clean_catch,0
37bad,46,769.3950177935943,0.9481,0.3031,0.9412,0.5119,1.9,43.1,0.216,0,clean_catch,0
37bad,47,786.1209964412811,0.9478,0.3028,0.9412,0.5121,1.8,43.2,0.216,0,clean_catch,0
37bad,48,802.846975088968,0.9476,0.3025,0.9412,0.5121,1.7,43.3,0.216,0,clean_catch,0
37bad,49,819.5729537366548,0.9474,0.3022,0.9413,0.5121,1.7,43.3,0.216,0,clean_catch,0
37bad,50,836.2989323843416,0.9473,0.3021,0.9413,0.5121,1.6,43.4,0.216,0,clean_catch,0
37bad,51,853.0249110320284,0.9472,0.3021,0.9413,0.5121,1.6,43.4,0.216,0,clean_catch,0
37bad,52,869.7508896797152,0.9471,0.302,0.9413,0.5122,1.6,43.4,0.216,0,clean_catch,0
37bad,53,886.4768683274021,0.947,0.3019,0.9413,0.5124,1.6,43.4,0.216,0,clean_catch,0
37bad,54,903.202846975089,0.9469,0.3018,0.9413,0.5126,1.5,43.5,0.216,0,clean_catch,0
37bad,55,919.9288256227758,0.9467,0.3016,0.9414,0.5128,1.5,43.5,0.217,0,clean_catch,0
37bad,56,936.6548042704626,0.9465,0.3014,0.9414,0.513,1.4,43.6,0.217,0,clean_catch,0
37bad,57,953.3807829181494,0.9463,0.3014,0.9415,0.5133,1.3,43.7,0.217,0,clean_catch,0
37bad,58,970.1067615658362,0.9461,0.3014,0.9416,0.5136,1.2,43.8,0.217,0,clean_catch,0
37bad,59,986.832740213523,0.9459,0.3015,0.9416,0.5138,1.2,43.8,0.217,0,clean_catch,0
37bad,60,1003.55871886121,0.9458,0.3015,0.9416,0.514,1.2,43.8,0.217,0,clean_catch,0
37bad,61,1020.2846975088968,0.9457,0.3014,0.9415,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,62,1037.0106761565835,0.9456,0.3012,0.9414,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,63,1053.7366548042703,0.9456,0.3012,0.9414,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,64,1070.4626334519573,0.9456,0.3011,0.9414,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,65,1087.1886120996442,0.9456,0.3011,0.9414,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,66,1103.914590747331,0.9456,0.3011,0.9414,0.514,1.1,43.9,0.217,0,clean_catch,0
37bad,67,1120.6405693950178,0.9456,0.301,0.9413,0.5139,1.2,43.8,0.217,0,clean_catch,0
37bad,68,1137.3665480427046,0.9455,0.301,0.9413,0.5138,1.2,43.8,0.217,0,clean_catch,0
37bad,69,1154.0925266903914,0.9455,0.301,0.9413,0.5138,1.2,43.8,0.217,0,clean_catch,0
37bad,70,1170.8185053380782,0.9456,0.301,0.9413,0.5138,1.2,43.8,0.217,0,clean_catch,0
37bad,71,1187.544483985765,0.9456,0.3009,0.9413,0.5138,1.2,43.8,0.217,0,clean_catch,0
37bad,72,1204.2704626334519,0.9456,0.3009,0.9413,0.5137,1.2,43.8,0.217,0,clean_catch,0
37bad,73,1220.9964412811387,0.9457,0.3009,0.9413,0.5137,1.2,43.8,0.217,0,clean_catch,0
37bad,74,1237.7224199288255,0.9457,0.3008,0.9413,0.5136,1.2,43.8,0.217,0,clean_catch,0
37bad,75,1254.4483985765123,0.9458,0.3008,0.9413,0.5136,1.2,43.8,0.217,0,clean_catch,0
37bad,76,1271.1743772241991,0.9458,0.3008,0.9413,0.5136,1.2,43.8,0.217,0,clean_catch,0
37bad,77,1287.900355871886,0.946,0.3007,0.9413,0.5136,1.3,43.7,0.218,0,clean_catch,0
37bad,78,1304.626334519573,0.9461,0.3007,0.9413,0.5136,1.3,43.7,0.218,0,clean_catch,0
37bad,79,1321.3523131672598,0.9462,0.3007,0.9413,0.5136,1.4,43.6,0.218,0,clean_catch,0
37bad,80,1338.0782918149466,0.9464,0.3008,0.9413,0.5137,1.4,43.6,0.218,0,clean_catch,0
37bad,81,1354.8042704626334,0.9466,0.3011,0.9413,0.5138,1.4,43.6,0.218,0,clean_catch,0
37bad,82,1371.5302491103203,0.9468,0.3013,0.9414,0.5138,1.5,43.5,0.218,0,clean_catch,0
37bad,83,1388.256227758007,0.947,0.3014,0.9414,0.5138,1.5,43.5,0.218,0,clean_catch,0
37bad,84,1404.982206405694,0.9471,0.3014,0.9415,0.5137,1.5,43.5,0.218,0,clean_catch,0
37bad,85,1421.7081850533807,0.9472,0.3015,0.9415,0.5137,1.6,43.4,0.218,0,clean_catch,0
37bad,86,1438.4341637010675,0.9473,0.3014,0.9415,0.5137,1.6,43.4,0.218,0,clean_catch,0
37bad,87,1455.1601423487543,0.9474,0.3014,0.9415,0.5137,1.6,43.4,0.218,0,clean_catch,0
37bad,88,1471.8861209964412,0.9475,0.3013,0.9416,0.5137,1.6,43.4,0.218,0,clean_catch,0
37bad,89,1488.612099644128,0.9477,0.3012,0.9417,0.5136,1.6,43.4,0.218,0,clean_catch,0
37bad,90,1505.3380782918148,0.9478,0.3011,0.9417,0.5136,1.7,43.3,0.219,0,clean_catch,0
37bad,91,1522.0640569395016,0.9481,0.3011,0.9419,0.5135,1.7,43.3,0.219,0,clean_catch,0
37bad,92,1538.7900355871886,0.9482,0.301,0.942,0.5133,1.7,43.3,0.219,0,clean_catch,0
37bad,93,1555.5160142348755,0.9484,0.3009,0.9422,0.5132,1.7,43.3,0.219,0,clean_catch,0
37bad,94,1572.2419928825623,0.9486,0.3009,0.9423,0.5131,1.7,43.3,0.219,0,clean_catch,0
