video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
57bad,0,0.0,0.1281,0.5558,0.1189,0.7203,3.2,41.8,0.174,0,clean_catch,0
57bad,1,16.659754738015607,0.1274,0.5546,0.1216,0.7173,2.0,43.0,0.168,0,clean_catch,0
57bad,2,33.319509476031214,0.1267,0.5538,0.1234,0.7151,1.2,43.8,0.165,0,clean_catch,0
57bad,3,49.97926421404682,0.1262,0.5532,0.1244,0.7136,0.7,44.3,0.162,1,clean_catch,0
57bad,4,66.63901895206243,0.1256,0.5529,0.124,0.713,0.6,44.4,0.162,1,clean_catch,0
57bad,5,83.29877369007804,0.1253,0.5527,0.1234,0.7129,0.7,44.3,0.162,1,clean_catch,0
57bad,6,99.95852842809364,0.1253,0.5529,0.1232,0.7131,0.8,44.2,0.162,1,clean_catch,0
57bad,7,116.61828316610925,0.1254,0.5529,0.1231,0.7134,0.8,44.2,0.163,1,clean_catch,0
57bad,8,133.27803790412486,0.1256,0.5529,0.1231,0.7134,0.9,44.1,0.163,1,clean_catch,0
57bad,9,149.93779264214047,0.1256,0.5528,0.1232,0.7136,0.9,44.1,0.163,1,clean_catch,0
57bad,10,166.59754738015607,0.1257,0.5528,0.1232,0.7139,0.9,44.1,0.164,1,clean_catch,0
57bad,11,183.25730211817168,0.1257,0.5527,0.1232,0.7143,0.9,44.1,0.164,1,clean_catch,0
57bad,12,199.9170568561873,0.1257,0.5528,0.1227,0.7147,1.1,43.9,0.165,1,clean_catch,0
57bad,13,216.5768115942029,0.1257,0.5528,0.1221,0.7152,1.3,43.7,0.166,1,clean_catch,0
57bad,14,233.2365663322185,0.1257,0.5528,0.1215,0.7156,1.5,43.5,0.167,1,clean_catch,0
57bad,15,249.8963210702341,0.1257,0.5528,0.1211,0.7158,1.7,43.3,0.168,1,clean_catch,0
57bad,16,266.5560758082497,0.1257,0.5527,0.1209,0.716,1.7,43.3,0.168,1,clean_catch,0
57bad,17,283.21583054626535,0.1259,0.5526,0.1214,0.7161,1.6,43.4,0.168,1,clean_catch,0
57bad,18,299.87558528428093,0.1261,0.5525,0.122,0.716,1.4,43.6,0.168,1,clean_catch,0
57bad,19,316.53534002229657,0.1263,0.5524,0.1228,0.716,1.2,43.8,0.167,1,clean_catch,0
57bad,20,333.19509476031214,0.1265,0.5523,0.1235,0.7159,1.1,43.9,0.166,1,clean_catch,0
57bad,21,349.8548494983278,0.1266,0.5522,0.124,0.7157,0.9,44.1,0.166,1,clean_catch,0
57bad,22,366.51460423634336,0.1267,0.552,0.124,0.7157,1.0,44.0,0.166,1,clean_catch,0
57bad,23,383.174358974359,0.1268,0.5518,0.124,0.7153,1.0,44.0,0.166,1,clean_catch,0
57bad,24,399.8341137123746,0.1269,0.5516,0.124,0.7147,1.0,44.0,0.166,1,clean_catch,0
57bad,25,416.4938684503902,0.1269,0.5513,0.1242,0.7137,1.0,44.0,0.165,1,clean_catch,0
57bad,26,433.1536231884058,0.127,0.5511,0.1246,0.7125,0.9,44.1,0.164,1,clean_catch,0
57bad,27,449.8133779264214,0.127,0.551,0.1249,0.7115,0.8,44.2,0.163,1,clean_catch,0
57bad,28,466.473132664437,0.127,0.5511,0.1251,0.7112,0.7,44.3,0.162,1,clean_catch,0
57bad,29,483.13288740245264,0.127,0.5512,0.1251,0.7115,0.7,44.3,0.162,1,clean_catch,0
57bad,30,499.7926421404682,0.127,0.5512,0.1251,0.712,0.7,44.3,0.163,1,clean_catch,0
57bad,31,516.4523968784838,0.1269,0.5512,0.1252,0.7122,0.6,44.4,0.163,1,clean_catch,0
57bad,32,533.1121516164994,0.127,0.5511,0.1254,0.7119,0.6,44.4,0.162,1,clean_catch,0
57bad,33,549.7719063545151,0.127,0.551,0.1257,0.7109,0.5,44.5,0.161,1,clean_catch,0
57bad,34,566.4316610925307,0.1269,0.5509,0.1259,0.7099,0.4,44.6,0.16,1,clean_catch,0
57bad,35,583.0914158305462,0.1269,0.5508,0.126,0.709,0.4,44.6,0.159,1,clean_catch,0
57bad,36,599.7511705685619,0.1268,0.5508,0.126,0.7084,0.4,44.6,0.158,1,clean_catch,0
57bad,37,616.4109253065775,0.1266,0.5507,0.1262,0.7079,0.3,44.7,0.158,1,clean_catch,0
57bad,38,633.0706800445931,0.1264,0.5508,0.1266,0.7076,0.2,44.8,0.157,1,clean_catch,0
57bad,39,649.7304347826087,0.1262,0.551,0.1272,0.7074,0.4,44.6,0.157,1,clean_catch,0
57bad,40,666.3901895206243,0.1262,0.5513,0.1282,0.7072,0.8,44.2,0.158,1,clean_catch,0
57bad,41,683.0499442586399,0.1263,0.5517,0.1294,0.7071,1.1,43.9,0.158,1,clean_catch,0
57bad,42,699.7096989966556,0.1266,0.5522,0.1308,0.7068,1.6,43.4,0.159,1,clean_catch,0
57bad,43,716.3694537346711,0.1269,0.5525,0.1321,0.7067,2.0,43.0,0.159,1,clean_catch,0
57bad,44,733.0292084726867,0.1271,0.5526,0.1332,0.7065,2.3,42.7,0.16,1,clean_catch,0
57bad,45,749.6889632107024,0.1271,0.5526,0.1336,0.7062,2.4,42.6,0.16,1,clean_catch,0
57bad,46,766.348717948718,0.1271,0.5527,0.1337,0.7061,2.5,42.5,0.16,1,clean_catch,0
57bad,47,783.0084726867335,0.1271,0.5527,0.1335,0.7059,2.4,42.6,0.16,1,clean_catch,0
57bad,48,799.6682274247491,0.127,0.5527,0.1335,0.7057,2.4,42.6,0.159,1,clean_catch,0
57bad,49,816.3279821627648,0.1269,0.5527,0.1333,0.7055,2.4,42.6,0.159,1,clean_catch,0
57bad,50,832.9877369007804,0.1268,0.5527,0.1333,0.7053,2.5,42.5,0.159,1,clean_catch,0
57bad,51,849.6474916387959,0.1267,0.5528,0.1333,0.7051,2.5,42.5,0.159,1,clean_catch,0
57bad,52,866.3072463768116,0.1267,0.5531,0.1335,0.7051,2.6,42.4,0.159,1,clean_catch,0
57bad,53,882.9670011148272,0.1267,0.5535,0.1336,0.7052,2.6,42.4,0.159,1,clean_catch,0
57bad,54,899.6267558528428,0.1266,0.5538,0.1335,0.7053,2.6,42.4,0.158,1,clean_catch,0
57bad,55,916.2865105908584,0.1265,0.5539,0.1334,0.7054,2.6,42.4,0.158,1,clean_catch,0
57bad,56,932.946265328874,0.1263,0.5539,0.1333,0.7054,2.6,42.4,0.158,1,clean_catch,0
57bad,57,949.6060200668896,0.1263,0.5539,0.1333,0.7055,2.7,42.3,0.159,1,clean_catch,0
57bad,58,966.2657748049053,0.1262,0.5539,0.1335,0.7056,2.8,42.2,0.159,1,clean_catch,0
57bad,59,982.9255295429208,0.1261,0.5539,0.1336,0.7058,2.8,42.2,0.159,1,clean_catch,0
57bad,60,999.5852842809364,0.1261,0.5539,0.1335,0.7061,2.8,42.2,0.16,1,clean_catch,0
57bad,61,1016.2450390189521,0.126,0.5538,0.1334,0.7062,2.8,42.2,0.16,1,clean_catch,0
57bad,62,1032.9047937569676,0.1258,0.5537,0.1332,0.7061,2.8,42.2,0.16,1,clean_catch,0
57bad,63,1049.5645484949832,0.1258,0.5535,0.1331,0.7059,2.8,42.2,0.16,1,clean_catch,0
57bad,64,1066.2243032329989,0.1257,0.5533,0.133,0.7057,2.8,42.2,0.16,1,clean_catch,0
57bad,65,1082.8840579710145,0.1256,0.5532,0.1329,0.7055,2.7,42.3,0.16,1,clean_catch,0
57bad,66,1099.5438127090301,0.1255,0.5532,0.1328,0.7054,2.8,42.2,0.159,1,clean_catch,0
57bad,67,1116.2035674470458,0.1254,0.5531,0.1328,0.7054,2.8,42.2,0.16,1,clean_catch,0
57bad,68,1132.8633221850614,0.1254,0.5531,0.1329,0.7054,2.8,42.2,0.16,1,clean_catch,0
57bad,69,1149.5230769230768,0.1253,0.553,0.133,0.7055,2.9,42.1,0.16,1,clean_catch,0
57bad,70,1166.1828316610925,0.1252,0.553,0.133,0.7057,2.9,42.1,0.161,1,clean_catch,0
57bad,71,1182.842586399108,0.1251,0.5529,0.1333,0.7058,3.1,41.9,0.161,1,clean_catch,0
57bad,72,1199.5023411371237,0.125,0.5528,0.1336,0.7057,3.2,41.8,0.161,1,clean_catch,0
57bad,73,1216.1620958751394,0.1249,0.5528,0.134,0.7054,3.4,41.6,0.162,1,clean_catch,0
57bad,74,1232.821850613155,0.1249,0.5526,0.1344,0.7051,3.6,41.4,0.162,1,clean_catch,0
57bad,75,1249.4816053511706,0.1249,0.5524,0.1346,0.7049,3.7,41.3,0.162,1,clean_catch,0
57bad,76,1266.1413600891863,0.125,0.5523,0.1347,0.7047,3.7,41.3,0.162,1,clean_catch,0
57bad,77,1282.8011148272017,0.125,0.5521,0.1349,0.7046,3.7,41.3,0.162,1,clean_catch,0
57bad,78,1299.4608695652173,0.1251,0.5519,0.1351,0.7045,3.8,41.2,0.163,1,clean_catch,0
57bad,79,1316.120624303233,0.1251,0.5518,0.1352,0.7044,3.8,41.2,0.163,1,clean_catch,0
57bad,80,1332.7803790412486,0.125,0.5517,0.1352,0.7044,3.8,41.2,0.163,1,clean_catch,0
57bad,81,1349.4401337792642,0.125,0.5516,0.1352,0.7045,3.8,41.2,0.163,1,clean_catch,0
57bad,82,1366.0998885172799,0.125,0.5515,0.1352,0.7046,3.8,41.2,0.163,1,clean_catch,0
57bad,83,1382.7596432552955,0.125,0.5513,0.1353,0.7045,3.8,41.2,0.163,1,clean_catch,0
57bad,84,1399.4193979933111,0.125,0.5513,0.1354,0.7044,3.9,41.1,0.164,1,clean_catch,0
