video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
18bad,0,0.0,0.9474,0.2995,0.9311,0.5176,4.3,40.7,0.234,0,clean_catch,0
18bad,1,16.727028839704897,0.948,0.299,0.9317,0.5146,4.3,40.7,0.232,0,clean_catch,0
18bad,2,33.45405767940979,0.9484,0.2987,0.9322,0.5124,4.3,40.7,0.23,0,clean_catch,0
18bad,3,50.18108651911469,0.9486,0.2985,0.9324,0.5112,4.3,40.7,0.229,0,clean_catch,0
18bad,4,66.90811535881959,0.9486,0.2984,0.9325,0.5118,4.3,40.7,0.23,0,clean_catch,0
18bad,5,83.63514419852449,0.9484,0.2984,0.9323,0.5119,4.3,40.7,0.23,0,clean_catch,0
18bad,6,100.36217303822939,0.9483,0.2982,0.9321,0.5119,4.3,40.7,0.23,0,clean_catch,0
18bad,7,117.08920187793427,0.9481,0.298,0.932,0.5118,4.3,40.7,0.23,0,clean_catch,0
18bad,8,133.81623071763917,0.9478,0.2977,0.9319,0.5116,4.3,40.7,0.23,0,clean_catch,0
18bad,9,150.54325955734407,0.9476,0.2973,0.9319,0.5113,4.2,40.8,0.23,0,clean_catch,0
18bad,10,167.27028839704897,0.9475,0.2971,0.9319,0.5111,4.2,40.8,0.23,0,clean_catch,0
18bad,11,183.99731723675387,0.9474,0.297,0.9319,0.511,4.2,40.8,0.23,0,clean_catch,0
18bad,12,200.72434607645877,0.9474,0.297,0.9318,0.511,4.2,40.8,0.23,0,clean_catch,0
18bad,13,217.45137491616364,0.9472,0.297,0.9318,0.5111,4.1,40.9,0.23,0,clean_catch,0
18bad,14,234.17840375586854,0.947,0.297,0.9318,0.5111,4.1,40.9,0.229,0,clean_catch,0
18bad,15,250.90543259557344,0.9467,0.297,0.9317,0.5105,4.0,41.0,0.228,0,clean_catch,0
18bad,16,267.63246143527834,0.9463,0.2971,0.9317,0.5097,3.9,41.1,0.227,0,clean_catch,0
18bad,17,284.3594902749833,0.9458,0.2972,0.9316,0.509,3.9,41.1,0.226,0,clean_catch,0
18bad,18,301.08651911468814,0.9453,0.2971,0.9314,0.5084,3.8,41.2,0.225,0,clean_catch,0
18bad,19,317.813547954393,0.9449,0.297,0.9312,0.5078,3.7,41.3,0.225,0,clean_catch,0
18bad,20,334.54057679409794,0.9445,0.2967,0.9309,0.5073,3.7,41.3,0.224,0,clean_catch,0
18bad,21,351.2676056338028,0.944,0.2965,0.9306,0.5066,3.6,41.4,0.224,0,clean_catch,0
18bad,22,367.99463447350774,0.9432,0.2963,0.9303,0.5061,3.5,41.5,0.223,0,clean_catch,0
18bad,23,384.7216633132126,0.9424,0.2961,0.93,0.5065,3.4,41.6,0.223,0,clean_catch,0
18bad,24,401.44869215291754,0.9416,0.2959,0.9296,0.5072,3.2,41.8,0.223,0,clean_catch,0
18bad,25,418.1757209926224,0.9407,0.2957,0.9291,0.5081,3.1,41.9,0.224,0,clean_catch,0
18bad,26,434.9027498323273,0.94,0.2954,0.9285,0.5087,3.1,41.9,0.225,0,clean_catch,0
18bad,27,451.6297786720322,0.9392,0.2952,0.9281,0.5089,3.0,42.0,0.225,0,clean_catch,0
18bad,28,468.3568075117371,0.9384,0.2953,0.9278,0.5087,2.9,42.1,0.224,0,clean_catch,0
18bad,29,485.083836351442,0.9378,0.2955,0.9277,0.5088,2.7,42.3,0.223,0,clean_catch,0
18bad,30,501.8108651911469,0.9374,0.2958,0.9275,0.5089,2.6,42.4,0.223,0,clean_catch,0
18bad,31,518.5378940308518,0.9368,0.2961,0.9273,0.5095,2.6,42.4,0.223,0,clean_catch,0
18bad,32,535.2649228705567,0.9361,0.2963,0.9267,0.5101,2.5,42.5,0.223,0,clean_catch,0
18bad,33,551.9919517102616,0.9354,0.2964,0.9262,0.5106,2.5,42.5,0.223,0,clean_catch,0
18bad,34,568.7189805499665,0.9347,0.2965,0.9257,0.5109,2.4,42.6,0.223,0,clean_catch,0
18bad,35,585.4460093896714,0.9342,0.2965,0.9253,0.5109,2.4,42.6,0.223,0,clean_catch,0
18bad,36,602.1730382293763,0.9338,0.2963,0.925,0.5106,2.3,42.7,0.223,0,clean_catch,0
18bad,37,618.9000670690812,0.9334,0.296,0.9249,0.5103,2.3,42.7,0.223,0,clean_catch,0
18bad,38,635.627095908786,0.9329,0.2957,0.9247,0.5103,2.2,42.8,0.223,0,clean_catch,0
18bad,39,652.354124748491,0.9324,0.2954,0.9244,0.5101,2.1,42.9,0.223,0,clean_catch,0
18bad,40,669.0811535881959,0.932,0.2952,0.9241,0.5097,2.1,42.9,0.222,0,clean_catch,0
18bad,41,685.8081824279008,0.9316,0.2951,0.9237,0.5092,2.1,42.9,0.222,0,clean_catch,0
18bad,42,702.5352112676056,0.9313,0.2949,0.9231,0.5086,2.2,42.8,0.222,0,clean_catch,0
18bad,43,719.2622401073105,0.931,0.2946,0.9227,0.5083,2.2,42.8,0.222,0,clean_catch,0
18bad,44,735.9892689470155,0.9306,0.2943,0.9224,0.5082,2.2,42.8,0.222,0,clean_catch,0
18bad,45,752.7162977867204,0.9303,0.294,0.9223,0.5081,2.1,42.9,0.222,0,clean_catch,0
18bad,46,769.4433266264252,0.9299,0.2937,0.9223,0.5081,2.0,43.0,0.222,0,clean_catch,0
18bad,47,786.1703554661301,0.9296,0.2933,0.9224,0.5079,1.9,43.1,0.222,0,clean_catch,0
18bad,48,802.8973843058351,0.9293,0.2931,0.9224,0.508,1.8,43.2,0.222,0,clean_catch,0
18bad,49,819.62441314554,0.9289,0.2931,0.9224,0.5082,1.7,43.3,0.222,0,clean_catch,0
18bad,50,836.3514419852448,0.9285,0.2933,0.9223,0.5086,1.7,43.3,0.221,0,clean_catch,0
18bad,51,853.0784708249497,0.9282,0.2936,0.9221,0.5088,1.6,43.4,0.221,0,clean_catch,0
18bad,52,869.8054996646546,0.9278,0.2936,0.9218,0.5079,1.6,43.4,0.22,0,clean_catch,0
18bad,53,886.5325285043596,0.9275,0.2935,0.9215,0.5063,1.6,43.4,0.219,0,clean_catch,0
18bad,54,903.2595573440644,0.9273,0.2934,0.9213,0.5044,1.7,43.3,0.217,0,clean_catch,0
18bad,55,919.9865861837693,0.927,0.2934,0.9212,0.5028,1.6,43.4,0.215,0,clean_catch,0
