video_id,frame_index,timestamp_ms,shoulder_mid_x,shoulder_mid_y,hip_mid_x,hip_mid_y,spine_angle,lean_deviation,postural_deviation,shoulder_asymmetry_flag,lift_phase,low_visibility
38good,0,0.0,0.5137,0.5209,0.4555,0.6324,27.6,17.4,0.17,0,jerk_dip,0
38good,1,16.727748691099475,0.5149,0.5208,0.4528,0.6272,30.3,14.7,0.168,0,jerk_dip,0
38good,2,33.45549738219895,0.5158,0.5207,0.4507,0.6229,32.5,12.5,0.167,0,jerk_dip,0
38good,3,50.18324607329843,0.5163,0.5207,0.4492,0.6197,34.2,10.8,0.166,0,jerk_dip,0
38good,4,66.9109947643979,0.5164,0.5206,0.4484,0.6177,35.0,10.0,0.165,0,first_pull,0
38good,5,83.63874345549738,0.5163,0.5208,0.4476,0.6165,35.6,9.4,0.164,0,first_pull,0
38good,6,100.36649214659685,0.516,0.5209,0.4471,0.6159,36.0,9.0,0.164,0,first_pull,0
38good,7,117.09424083769633,0.5156,0.5211,0.4466,0.6156,36.1,8.9,0.163,0,first_pull,0
38good,8,133.8219895287958,0.5152,0.5212,0.4461,0.6154,36.3,8.7,0.163,0,first_pull,0
38good,9,150.5497382198953,0.515,0.5213,0.4459,0.6149,36.4,8.6,0.163,0,first_pull,0
38good,10,167.27748691099475,0.5153,0.5213,0.4462,0.6146,36.5,8.5,0.162,0,first_pull,0
38good,11,184.00523560209425,0.5155,0.5213,0.4466,0.6147,36.4,8.6,0.162,0,first_pull,0
38good,12,200.7329842931937,0.5157,0.5213,0.4469,0.6147,36.4,8.6,0.162,0,first_pull,0
38good,13,217.4607329842932,0.5157,0.5214,0.4469,0.6147,36.5,8.5,0.162,0,first_pull,0
38good,14,234.18848167539267,0.5157,0.5215,0.4465,0.6144,36.6,8.4,0.162,0,first_pull,0
38good,15,250.91623036649213,0.5156,0.5215,0.4462,0.614,36.9,8.1,0.162,0,first_pull,0
38good,16,267.6439790575916,0.5155,0.5214,0.446,0.6133,37.1,7.9,0.161,0,first_pull,0
38good,17,284.3717277486911,0.5154,0.5213,0.4459,0.6125,37.3,7.7,0.161,0,first_pull,0
38good,18,301.0994764397906,0.5153,0.5212,0.4459,0.6118,37.5,7.5,0.16,0,first_pull,0
38good,19,317.82722513089004,0.5152,0.521,0.4461,0.6113,37.4,7.6,0.159,0,first_pull,0
38good,20,334.5549738219895,0.5151,0.5206,0.4462,0.611,37.3,7.7,0.159,0,first_pull,0
38good,21,351.28272251308897,0.515,0.5204,0.4462,0.6109,37.2,7.8,0.159,0,first_pull,0
38good,22,368.0104712041885,0.5148,0.5203,0.446,0.611,37.2,7.8,0.159,0,first_pull,0
38good,23,384.73821989528795,0.5146,0.5203,0.4459,0.6111,37.1,7.9,0.16,0,first_pull,0
38good,24,401.4659685863874,0.5145,0.5203,0.4459,0.6112,37.0,8.0,0.159,0,first_pull,0
38good,25,418.1937172774869,0.5143,0.5202,0.4458,0.6112,37.0,8.0,0.159,0,first_pull,0
38good,26,434.9214659685864,0.5142,0.5201,0.4458,0.6111,36.9,8.1,0.159,0,first_pull,0
38good,27,451.64921465968587,0.5142,0.5201,0.4458,0.6112,36.9,8.1,0.159,0,first_pull,0
38good,28,468.37696335078533,0.5141,0.5201,0.4458,0.6115,36.7,8.3,0.16,0,first_pull,0
38good,29,485.1047120418848,0.514,0.5201,0.4458,0.6121,36.6,8.4,0.16,0,first_pull,0
38good,30,501.83246073298426,0.5139,0.5202,0.4458,0.6127,36.3,8.7,0.161,0,first_pull,0
38good,31,518.5602094240837,0.5138,0.5202,0.4458,0.6132,36.2,8.8,0.161,0,first_pull,0
38good,32,535.2879581151832,0.5138,0.5202,0.4458,0.6135,36.1,8.9,0.161,0,first_pull,0
