frame_id,left_shoulder_x,left_shoulder_y,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_visibility,right_hip_x,right_hip_y,right_hip_visibility,fps,low_visibility
0,0.07754711984168919,0.5247623721758526,0.9997966885566711,0.02280425892344544,0.613788949591773,0.9999862909317017,0.14720635648284647,0.6525021876607625,0.999919056892395,0.12902757667359857,0.7272453705469774,0.9999582767486572,59.794821690278454,0
1,0.07535696348973688,0.524799406528473,0.9997842311859131,0.021693662075059766,0.6136933309691294,0.9999820590019226,0.14819519221782693,0.659325344221933,0.9998940825462341,0.12863254440682279,0.731536656618119,0.9999380111694336,59.794821690278454,0
2,0.07374762105090282,0.5255777835845948,0.9997801184654236,0.02070120482572489,0.6138009812150684,0.9999794363975525,0.14894468124423718,0.6655740567616059,0.9998395442962646,0.1283286863139698,0.7357175563062948,0.9998967051506042,59.794821690278454,0
3,0.07271909252518705,0.5270975033442183,0.9997755289077759,0.019826887175440802,0.6141119003295903,0.9999762177467346,0.14945482356207723,0.6712483252797814,0.9997835755348206,0.12811600239503962,0.7397880696115046,0.9998425245285034,59.794821690278454,0
4,0.0723421623309454,0.5302735510326572,0.9997845888137817,0.018561789677256642,0.615312068235307,0.9999760985374451,0.1496732710372835,0.6774656829379859,0.999769389629364,0.1273608406384787,0.74435134444918,0.9998273849487305,59.794821690278454,0
5,0.07250713202215382,0.5331805149714156,0.999778151512146,0.017985370719716676,0.6160613383565635,0.9999748468399048,0.1495816530216309,0.6819499362082714,0.9997568130493164,0.1273592994326638,0.7488587697347011,0.9998127222061157,59.794821690278454,0
6,0.07280614156098598,0.5348450371197296,0.9997813105583191,0.018110383301973357,0.6156960470335828,0.9999746084213257,0.14933231047221604,0.6842387545676465,0.9997497200965881,0.12811409149851127,0.7517034695262006,0.9998034238815308,59.794821690278454,0
7,0.07206529130538311,0.5353222375824342,0.9997872710227966,0.01920249907388575,0.61445541041238,0.9999735355377197,0.14905172870272693,0.685928242547172,0.999747633934021,0.12901339289687938,0.7533726011003774,0.9997939467430115,59.794821690278454,0
8,0.06940838676832976,0.5379551450411484,0.9997864365577698,0.019536864544664127,0.6135427667981107,0.9999726414680481,0.14761720739659823,0.6902697682380681,0.9997286796569824,0.12861476909546635,0.7557527706736616,0.9997751116752625,59.794821690278454,0
9,0.06713976693295304,0.5412141198203682,0.9997916221618652,0.019627999780433534,0.6132251932507474,0.9999722838401794,0.14553217093149834,0.6979301117715387,0.9997164607048035,0.12682530745154347,0.7606143554051723,0.9997557401657104,59.794821690278454,0
10,0.06213329945291797,0.5456977656909402,0.999795138835907,0.018482162306706126,0.6139850957053052,0.9999728202819824,0.1431290734381904,0.706738832451049,0.9996985197067261,0.12406439830859513,0.7651077196711592,0.9997317790985107,59.794821690278454,0
11,0.05676175476539707,0.5494770634742014,0.9997844696044922,0.018824084174065378,0.612116172200158,0.9999678730964661,0.1398549441780364,0.7142576234681272,0.9996248483657837,0.12109779176257915,0.7692806351752515,0.9996255040168762,59.794821690278454,0
12,0.054301303412233125,0.550635105087644,0.9997844099998474,0.020064396162827826,0.6091565688451137,0.9999664425849915,0.1367479633717311,0.7174741569019505,0.9996125102043152,0.11954751894587572,0.7706710554304583,0.9995813369750977,59.794821690278454,0
13,0.05127212156852091,0.5509563287099206,0.9997967481613159,0.02168471375036809,0.6061062358674554,0.9999682903289795,0.13348624961716798,0.7165228071666905,0.999629020690918,0.11831958911248625,0.7705424655051465,0.9996024370193481,59.794821690278454,0
14,0.04617816085616751,0.5521313860302883,0.9998071193695068,0.023552715157469133,0.6044352508726578,0.9999696016311646,0.1289859034475827,0.7117897839773275,0.9996472001075745,0.11723237910440999,0.7682413543973656,0.9996245503425598,59.794821690278454,0
15,0.04350274659338455,0.553629080454509,0.9997969269752502,0.024278015962668847,0.6054852008819585,0.9999671578407288,0.12590760631220693,0.7120917042096462,0.9996398687362671,0.11585993106876111,0.7692515509469174,0.9996194243431091,59.794821690278454,0
16,0.04059866833544916,0.5564396693592984,0.9997774362564087,0.02280828356742861,0.6097642978032435,0.9999490976333618,0.12433643568129776,0.716626595883143,0.9994509220123291,0.11480300376812627,0.7717922528584804,0.9994972348213196,59.794821690278454,0
17,0.03863294458105453,0.558828887485323,0.999785304069519,0.02451495365017938,0.6086036335854308,0.9999477863311768,0.1233421837290129,0.7219558670407256,0.9994139671325684,0.11561302485920144,0.7742586760293876,0.9994661211967468,59.794821690278454,0
18,0.03868512791537106,0.5595677126021616,0.9997988939285278,0.028251355780022507,0.6043196434066413,0.999952495098114,0.12300427009662003,0.7258781194686896,0.9994353652000427,0.11839686192217337,0.7757543893087484,0.9995063543319702,59.794821690278454,0
19,0.03872610522168026,0.5595316574687055,0.9998125433921814,0.03297321329868978,0.5968480053402133,0.9999566078186035,0.12294297026736406,0.7263838223048624,0.9994544982910156,0.12136299234061024,0.7757023118791131,0.9995426535606384,59.794821690278454,0
20,0.03799860729348095,0.5592185627846495,0.9998250007629395,0.03697075934282374,0.5907239261127659,0.9999601244926453,0.12207480449052094,0.7226563266345439,0.9994741678237915,0.12310637356269938,0.7735060992695043,0.9995734095573425,59.794821690278454,0
21,0.03717251583224254,0.5593465396336151,0.9998354911804199,0.03836075571321309,0.5896731019020085,0.999962568283081,0.12154413582313639,0.7210535038085217,0.9994906187057495,0.12327046621413468,0.7727664340110059,0.9995981454849243,59.794821690278454,0
22,0.03757606180650851,0.5600625872612004,0.9998412132263184,0.03695785715466457,0.5939545177278069,0.9999650120735168,0.12146567375887017,0.7202129960060125,0.9995033740997314,0.12328530989942107,0.7721186478932704,0.9996199607849121,59.794821690278454,0
23,0.03815059966984252,0.5606538341158916,0.9998488426208496,0.034532447301206165,0.5993943271182837,0.9999671578407288,0.1212140169172061,0.7191751996676132,0.9995114207267761,0.12321516765015475,0.7717644430342181,0.9996402263641357,59.794821690278454,0
24,0.038965538676296,0.56067248753139,0.9998567700386047,0.03131689681183727,0.6044216184389029,0.9999699592590332,0.12102087764512934,0.7176350355148321,0.9995319247245789,0.12338730231637057,0.7709895230474932,0.9996652603149414,59.794821690278454,0
25,0.04133736253494312,0.5608893292290829,0.9998599290847778,0.027763246336863178,0.6077180220967252,0.9999715089797974,0.12129662753570657,0.7183869679768886,0.9995505213737488,0.12250644181455896,0.7715754111607875,0.9996823072433472,59.794821690278454,0
26,0.04244791805034595,0.5611188298179994,0.9998658299446106,0.024867405405356792,0.6094257916722985,0.999973475933075,0.12186097779444295,0.7198475116775155,0.9995589852333069,0.12172483404477448,0.7730208266349072,0.9996961951255798,59.794821690278454,0
27,0.04016834887720293,0.5626355069024227,0.9998638033866882,0.022171356937005424,0.6125036932173235,0.9999746084213257,0.12111495683590581,0.7248997915358777,0.9995286464691162,0.11943832075312033,0.7761014671552755,0.9996952414512634,59.794821690278454,0
28,0.03838463677536877,0.5641725148473471,0.9998587369918823,0.02415181864939987,0.6120789732251853,0.9999703764915466,0.11960921649421974,0.7296183080900289,0.9994588494300842,0.11690519643681399,0.7786946183159245,0.9996644854545593,59.794821690278454,0
29,0.03929491571727256,0.5660324749492468,0.9998403191566467,0.026255783225808845,0.6121187493914655,0.9999634027481079,0.1189940298597019,0.7351144637380334,0.9992673397064209,0.11498611988056283,0.7819573368344994,0.9995594620704651,59.794821690278454,0
30,0.04343200279843243,0.56664860816229,0.9998300671577454,0.027139492066843192,0.6116949376605811,0.9999650120735168,0.11974739496197029,0.7383929263977784,0.9992139935493469,0.11435564075197502,0.7835161629177282,0.9995540380477905,59.794821690278454,0
31,0.04930770273009939,0.5693673746926449,0.9998058080673218,0.025770761604820003,0.6171276115235833,0.9999656677246094,0.12206857048329862,0.7445512101763777,0.9991269111633301,0.11434351652860651,0.7876912213507159,0.9995052218437195,59.794821690278454,0
32,0.05271062503258392,0.5707201276506702,0.9997547268867493,0.023493350173036276,0.6160780361720499,0.9999575018882751,0.12361088395118723,0.7479299959682288,0.9989125728607178,0.11296596271651141,0.7913087095533105,0.9993650317192078,59.794821690278454,0
33,0.0532112029336748,0.5713574687639876,0.9997052550315857,0.01910669702504364,0.6141864032972432,0.999954879283905,0.12353014839547032,0.7522433371770956,0.9987347722053528,0.10955366421313523,0.7943039905457276,0.999288022518158,59.794821690278454,0
34,0.05236950765053435,0.5707943751698453,0.9996657371520996,0.017890804935069327,0.6114190164066502,0.9999532699584961,0.12208078695195071,0.7543963846706214,0.9984844923019409,0.10598530194589079,0.7954807082811998,0.9990337491035461,59.794821690278454,0
35,0.051803769277674855,0.5725126578694303,0.9996227622032166,0.01723715494431202,0.6063211588632498,0.9999503493309021,0.12079893371888578,0.756911408333552,0.9981679320335388,0.10361035487481535,0.7960736127126791,0.9987577199935913,59.794821690278454,0
36,0.051916183815116014,0.5744431870324276,0.9995985627174377,0.018292429369120386,0.6019681152843299,0.9999473094940186,0.12037481225672232,0.7572287349473867,0.9980388879776001,0.10336661445243026,0.7954590434119821,0.998668909072876,59.794821690278454,0
37,0.052699669663395246,0.5780284291221987,0.999576210975647,0.01971563821037612,0.6026938444092165,0.9999455809593201,0.12102319122779948,0.7577291216169091,0.9978689551353455,0.10401201035295222,0.7959700538998565,0.9985161423683167,59.794821690278454,0
38,0.05334507017618138,0.5793994551613222,0.999534547328949,0.021539087185547486,0.5984017338071556,0.9999405145645142,0.12088683034692502,0.7571205496788032,0.9977712631225586,0.10302347867261805,0.7968328282946638,0.9982983469963074,59.794821690278454,0
39,0.05394150511849498,0.5799342110043484,0.9995102882385254,0.0223933356326251,0.5960134069124863,0.9999390244483948,0.1208090033559573,0.7570015646162493,0.9977272152900696,0.10169555140393129,0.7983775479452957,0.9981386661529541,59.794821690278454,0
40,0.056697639681044125,0.5776020884513859,0.999511182308197,0.02280568429047155,0.5979711299850832,0.9999375939369202,0.12252070825724384,0.7572940162249979,0.9976888298988342,0.10116517579271689,0.8001596388362708,0.9980759024620056,59.794821690278454,0
41,0.06096130467596513,0.5751914892877856,0.9995209574699402,0.023455277972278157,0.5976723943437854,0.9999388456344604,0.12449100187846603,0.758020060403007,0.9977878928184509,0.10177455984410794,0.8018988597960706,0.9981341361999512,59.794821690278454,0
42,0.06441491132690798,0.5732906914892655,0.9995419979095459,0.0242621425007071,0.6009297200611665,0.9999421238899231,0.12580883361044393,0.7591504397846409,0.9978804588317871,0.10346659734135591,0.8040095028423134,0.9982287287712097,59.794821690278454,0
43,0.06580876275187453,0.5723376302492056,0.9995566010475159,0.02489661815620606,0.6019611074810941,0.9999441504478455,0.12504789658955173,0.7594373566763748,0.9979457855224609,0.10373145128999446,0.8029066125551867,0.9983140826225281,59.794821690278454,0
44,0.06518137100197025,0.5725506544113164,0.9995488524436951,0.024347579727570234,0.6059589783350632,0.9999414682388306,0.12255845325333742,0.7603711258797425,0.9977866411209106,0.10318534572919218,0.8008586395354504,0.9981355667114258,59.794821690278454,0
45,0.06322940563162173,0.5747305694080539,0.999561071395874,0.024009777410399363,0.6080737738382254,0.9999432563781738,0.11977058826457895,0.7611960967381801,0.9976934194564819,0.10190667921588542,0.7987767883709505,0.9981224536895752,59.794821690278454,0
46,0.06320298285711384,0.5750589399110707,0.9995630979537964,0.02341841338645846,0.6096985567183727,0.999945878982544,0.11897848085278567,0.7606658736864732,0.9978100061416626,0.10112746982347405,0.7954702065104536,0.9982240200042725,59.794821690278454,0
47,0.06369019423921908,0.5736733788535713,0.9995724558830261,0.023326160740994292,0.6072627277601337,0.9999455213546753,0.11918947952134278,0.7593609747432533,0.9978706240653992,0.10095582228331346,0.7941112575076882,0.9982336163520813,59.794821690278454,0
48,0.0642828966180484,0.5737150027638395,0.9995594024658203,0.022975644717613875,0.607301269258772,0.9999449849128723,0.11983036746581406,0.759999144644965,0.9978864192962646,0.10163826034182602,0.7955547230584288,0.9982483983039856,59.794821690278454,0
49,0.06383739340872997,0.5728286987259279,0.9995449781417847,0.02377106009849482,0.6057153855051318,0.9999454617500305,0.11965810010830571,0.7611352262042823,0.9977763295173645,0.10127790272235879,0.7953971368925918,0.9981723427772522,59.794821690278454,0
50,0.06549268783557988,0.5740637637320023,0.9995664954185486,0.02416190638073855,0.6077754043397454,0.9999477863311768,0.11962240934371958,0.7627197759492064,0.9979290962219238,0.10034042987085533,0.7942660422552206,0.9982905983924866,59.794821690278454,0
51,0.06720256805419927,0.5763532150359385,0.9995647668838501,0.025389714343916826,0.6085803650674371,0.9999486804008484,0.11940293368839092,0.7637464006741848,0.9979702830314636,0.099877406798658,0.7928082063084563,0.9982990026473999,59.794821690278454,0
52,0.06840205440918609,0.5825555296171283,0.9995062351226807,0.02708254382014277,0.6101972290447786,0.999950647354126,0.11866897202673422,0.7667811285881776,0.9980284571647644,0.10053641100724546,0.7903039483796989,0.9983493685722351,59.794821690278454,0
53,0.06809417761507494,0.5895403112683981,0.9995102286338806,0.02937868583415238,0.6088599903242933,0.9999511241912842,0.11746144259259825,0.7701782442274554,0.9979936480522156,0.10242826739947009,0.7889251936049695,0.9983464479446411,59.794821690278454,0
54,0.06692327062288925,0.5951924153736664,0.9995288252830505,0.030151969531462333,0.6087438464164738,0.9999515414237976,0.11615826402391716,0.7737775955881397,0.9981187582015991,0.10352258703538358,0.7892529084568938,0.9984489679336548,59.794821690278454,0
55,0.06529196422724502,0.5986131770270215,0.9995073676109314,0.03136514898921765,0.6082794779822944,0.9999488592147827,0.11495011228890654,0.7761836960202178,0.9982262849807739,0.1036383257735344,0.7871985577401668,0.9985294938087463,59.794821690278454,0
56,0.06558848207905185,0.6005494537807651,0.9995173215866089,0.031883838808252726,0.6071045682543805,0.9999481439590454,0.114646029614267,0.7767452484085453,0.998308002948761,0.10270419326566523,0.7835137361571909,0.9985905289649963,59.794821690278454,0
57,0.06414210530264042,0.6014033187003367,0.9994893074035645,0.03199877057756699,0.6059938697587881,0.999947726726532,0.11382432743197404,0.7751179905164816,0.9983696937561035,0.10195399536972963,0.780332043057397,0.9986644387245178,59.794821690278454,0
58,0.06091682488719627,0.6051972962561112,0.9994939565658569,0.03361271091160323,0.6049102147420252,0.9999484419822693,0.11243163865237019,0.775966800394513,0.9984448552131653,0.10323001195987075,0.7797528164727353,0.9987380504608154,59.794821690278454,0
59,0.05789329342189294,0.6079214669409256,0.9994625449180603,0.03978207991236735,0.5976723773138868,0.99993896484375,0.11234864450636373,0.7744169150080007,0.9983616471290588,0.10842731843392063,0.775212480908349,0.9987285733222961,59.794821690278454,0
60,0.05384529896435288,0.6080463216418317,0.9994418621063232,0.04487124936921259,0.5905750251951676,0.999931812286377,0.11063975308622642,0.7718816030593152,0.9984381198883057,0.11180504198585248,0.7692037054470613,0.9988039135932922,59.794821690278454,0
61,0.051843831226939294,0.6077713313556858,0.999352216720581,0.04746590714369505,0.5864398337545853,0.9999171495437622,0.10873388499021538,0.7691493289811278,0.9985390901565552,0.11241366678760174,0.7620167505173463,0.9988807439804077,59.794821690278454,0
62,0.05002087035349441,0.610375997566042,0.9992749691009521,0.047988990765242386,0.5836577670914791,0.9999051094055176,0.10687081870578594,0.7689081174986709,0.9983885288238525,0.11028069931836364,0.7562060356140143,0.998842179775238,59.794821690278454,0
63,0.04723266937902999,0.6154833038647974,0.9991366863250732,0.04430212435268224,0.587807192688897,0.9998804926872253,0.10355976152987716,0.7715153098106391,0.9982699155807495,0.10593395928541828,0.7583481101762687,0.9988031387329102,59.794821690278454,0
