video_id,view,label,n_frames_total,n_lift_phase_frames,lift_phase_duration_ms,used_full_video_fallback,mean_spine_angle,max_spine_angle,min_spine_angle,std_spine_angle,range_spine_angle,max_abs_spine_angle,mean_lean_deviation,max_lean_deviation,mean_postural_deviation,max_postural_deviation,shoulder_asymmetry_rate,low_visibility_rate
17good,angle45,0,413,76,7799.0,False,6.741879699248479,24.688571428571663,0.2428571428574741,6.873412817993631,24.44571428571419,24.688571428571663,38.258120300751855,44.75714285714283,0.21438026315789463,0.2535999999999998,0.013157894736842105,0.0
18bad,angle45,1,203,59,2900.0,False,7.758305084745759,22.388571428571424,0.5342857142857156,6.806426705982061,21.85428571428571,22.388571428571424,37.24169491525423,44.46571428571426,0.21339661016949135,0.2454857142857141,0.0,0.0
19bad,angle45,1,162,51,2500.0,False,6.058039215686274,19.708571428571418,0.71142857142857,5.41529070008372,18.997142857142848,19.708571428571418,38.941960784313714,44.28857142857141,0.19583137254901953,0.2250857142857141,0.0,0.0
1good,angle45,0,152,49,2400.0,False,5.782623906705534,19.014285714285705,1.6428571428571388,3.9600750961113045,17.371428571428567,19.014285714285705,39.21737609329444,43.35714285714285,0.20837784256559752,0.2406857142857141,0.0,0.0
20good,angle45,0,362,71,7798.0,False,4.192354124748489,14.828571428571422,0.325714285714298,3.714063696257721,14.502857142857124,14.828571428571422,40.807645875251495,44.674285714285695,0.17914205231388317,0.2105999999999999,0.0,0.0
21bad,angle45,1,182,47,2299.0,False,4.961094224924012,17.728571428571428,0.2428571428571331,4.625202230287111,17.485714285714295,17.728571428571428,40.03890577507596,44.75714285714284,0.20512765957446794,0.2419999999999998,0.0,0.0
22good,angle45,0,338,79,7899.0,False,4.5356781193490034,21.54571428571427,0.1971428571428646,6.106359749182019,21.348571428571404,21.54571428571427,40.46432188065099,44.80285714285712,0.2053515370705243,0.234142857142857,0.06329113924050633,0.0
23good,angle45,0,362,53,8048.0,False,7.641840071877804,19.208571428571418,-2.125714285714281,5.956254621188345,21.3342857142857,19.208571428571418,37.35815992812217,47.12571428571427,0.20111778975741226,0.2414571428571427,0.05660377358490566,0.0
24bad,angle45,1,221,73,3599.0,False,12.754227005870835,47.271428571428544,0.6800000000000068,9.284297836341889,46.59142857142854,47.271428571428544,32.30769080234832,44.31999999999998,0.18423737769080223,0.243142857142857,0.0821917808219178,0.0
25bad,angle45,1,236,56,2749.0,False,5.5891836734693845,17.52857142857141,1.4571428571428555,4.29237694102808,16.071428571428555,17.52857142857141,39.41081632653059,43.54285714285712,0.17790204081632646,0.2047999999999999,0.0,0.0
26good,angle45,0,425,74,8999.0,False,4.256409266409441,13.04571428571444,0.3428571428572695,3.4885408883701867,12.702857142857171,13.04571428571444,40.743590733590715,44.65714285714283,0.18280231660231647,0.2036571428571427,0.0,0.0
27bad,angle45,1,148,53,5249.0,False,1.5483018867924512,30.242857142857133,-89.33885714285711,18.49963720348709,119.58171428571424,89.33885714285711,43.451698113207534,134.33885714285708,0.1884673854447438,0.2308571428571427,0.0,0.0
28good,angle45,0,342,63,7399.0,False,4.002857142857141,13.662857142857147,0.1485714285714152,4.033564894866589,13.514285714285732,13.662857142857147,40.99714285714283,44.85142857142854,0.19702448979591822,0.2302857142857141,0.0,0.0
29bad,angle45,1,385,63,13298.0,False,19.22664399092969,65.45714285714283,0.4114285714285586,18.209668477440434,65.04571428571427,65.45714285714283,27.58024943310656,44.588571428571406,0.18254829931972777,0.2368857142857141,0.19047619047619047,0.0
2good,angle45,0,275,64,13148.0,False,7.949999999999998,30.77142857142857,0.6371428571428623,6.733997095665077,30.134285714285706,30.77142857142857,37.04999999999998,44.36285714285712,0.198404107142857,0.2358571428571427,0.046875,0.0625
30good,angle45,0,366,94,11798.0,False,8.057313069908808,36.14285714285711,0.1828571428571308,8.824301593263685,35.95999999999998,36.14285714285711,36.903613981762895,44.817142857142834,0.20937203647416391,0.2444285714285713,0.0,0.0
31bad,angle45,1,307,65,11299.0,False,9.000404395604221,142.07224489795908,-167.0244897959185,37.54582017545123,309.0967346938776,167.0244897959185,31.175736263736244,43.60571428571426,0.1727551648351647,0.2114285714285713,0.0,0.0
32good,angle45,0,478,86,9399.0,False,3.1732558139531073,12.885714285713902,0.1199999999996634,3.7798689589712793,12.765714285714239,12.885714285713902,41.8267441860465,44.87999999999998,0.1785019933554816,0.2124857142857141,0.0,0.0
33bad,angle45,1,92,16,750.0,False,34.094999999999985,79.55999999999995,5.2085714285714175,21.13074011858513,74.35142857142853,79.55999999999995,18.917089285714276,39.79142857142856,0.13734285714285704,0.1972285714285713,0.0,0.0
34good,angle45,0,370,97,12648.0,False,3.624865979381443,17.24000000000001,0.1571428571428441,4.231961424661927,17.082857142857165,17.24000000000001,41.37513402061854,44.84285714285712,0.19345721649484518,0.2296285714285713,0.0,0.0
35bad,angle45,1,403,120,15348.0,False,9.180984325396905,167.97365079365073,-136.65904761904767,27.117209325848478,304.6326984126984,167.97365079365073,35.0531976190476,89.77571428571426,0.1691317857142856,0.2113714285714284,0.075,0.0
36good,angle45,0,475,101,11248.0,False,3.8895756718528967,14.525714285714288,0.0999999999999943,3.6526221226336535,14.425714285714294,14.525714285714288,41.11042432814708,44.89999999999998,0.18298585572842987,0.2092285714285713,0.039603960396039604,0.0
37bad,angle45,1,258,82,4049.0,False,5.7866550522648055,20.87428571428569,0.3599999999999852,5.129120024463426,20.514285714285705,20.87428571428569,39.213344947735166,44.63999999999997,0.1803736933797908,0.2265714285714284,0.0,0.036585365853658534
38good,angle45,0,382,83,8398.0,False,3.2017039586920895,12.168571428571624,0.1914285714287302,3.2228904866580756,11.977142857142894,12.168571428571624,41.79829604130807,44.80857142857141,0.20016282271944907,0.230942857142857,0.0,0.0
40bad,angle45,1,160,16,750.0,False,7.049642857142851,12.694285714285712,2.617142857142852,3.3960489047222655,10.07714285714286,12.694285714285712,37.95035714285712,42.38285714285712,0.20064999999999988,0.2211999999999999,0.0,0.0
41good,angle45,0,324,52,11948.0,False,19.972006512006562,152.63195767195782,0.6085714285714232,38.0036100047095,152.0233862433864,152.63195767195782,38.95977793040291,44.39142857142855,0.1801489403453688,0.2354285714285713,0.057692307692307696,0.11538461538461539
42good,angle45,0,385,93,13147.0,False,3.78437788018433,12.965714285714284,0.1228571428571285,3.7662183208091298,12.842857142857156,12.965714285714284,41.21562211981564,44.87714285714283,0.18207526881720415,0.2192857142857142,0.08602150537634409,0.0
44good,angle45,0,573,136,17093.0,False,-1.3463970588237018,150.86285714285702,-178.81714285714293,44.76896754462333,329.67999999999995,178.81714285714293,51.64051470588232,223.8171428571428,0.17139978991596627,0.2190571428571427,0.014705882352941176,0.0
45bad,angle45,1,177,17,800.0,False,3.3646218487394925,9.591428571428564,-0.3371428571428509,2.620178073211335,9.928571428571415,9.591428571428564,41.63537815126048,45.33714285714284,0.15388067226890745,0.1759714285714285,0.0,0.0
46good,angle45,0,397,86,13944.0,False,11.867801771871381,74.63714285714283,0.3228571428569466,16.33962238762395,74.31428571428589,74.63714285714283,35.853560354374295,44.67714285714283,0.14581877076411953,0.1821714285714284,0.13953488372093023,0.0
47good,angle45,0,313,86,15321.0,False,8.105192691029899,60.3365714285714,0.3142857142857167,12.09437399054525,60.02228571428569,60.3365714285714,37.67142192691027,44.68571428571427,0.1634223698781837,0.3511999999999998,0.1744186046511628,0.0
48good,angle45,0,337,82,8913.0,False,7.640905923344947,10.07714285714286,2.5914285714285654,2.0688850644145513,7.485714285714295,10.07714285714286,37.35909407665504,42.408571428571406,0.3288357142857141,0.3570571428571426,1.0,0.0
49good,angle45,0,422,79,14644.0,False,13.083670886075943,70.83142857142855,0.8799999999999955,16.28746109785677,69.95142857142855,70.83142857142855,34.75942133815549,44.11999999999998,0.1496014466546111,0.1819999999999999,0.12658227848101267,0.0
50good,angle45,0,367,89,12066.0,False,9.087929373996783,72.53999999999996,-63.40928571428569,15.302576226699895,135.94928571428565,72.53999999999996,37.91229534510431,59.71928571428568,0.13829181380417324,0.2491142857142856,0.056179775280898875,0.0
51good,angle45,0,415,113,12745.0,False,-13.203185840708118,173.19428571428568,-174.31142857142868,73.2934125678536,347.50571428571436,174.31142857142868,73.58311757269277,195.18285714285705,0.14418445006321104,0.2145142857142856,0.1504424778761062,0.0
52good,angle45,0,163,20,950.0,False,4.755857142857138,9.91142857142856,0.07714285714286,2.7099285482468716,9.8342857142857,9.91142857142856,40.24414285714283,44.922857142857126,0.18165428571428557,0.2055714285714285,0.0,0.0
53bad,angle45,1,226,31,1500.0,False,11.063640552995388,26.80857142857141,1.3142857142857167,8.295316069055996,25.49428571428569,26.80857142857141,33.9363594470046,43.68571428571427,0.1642009216589861,0.2057714285714285,0.0,0.0
54bad,angle45,1,240,19,901.0,False,4.1929323308270625,12.917142857142837,0.9714285714285608,4.048761112651705,11.945714285714276,12.917142857142837,40.80706766917291,44.02857142857141,0.1753563909774435,0.2083999999999998,0.0,0.0
55good,angle45,0,275,46,2250.0,False,12.887531055900613,31.29714285714283,-0.1742857142857019,10.267205323944923,31.471428571428532,31.29714285714283,31.906754658385076,45.174285714285695,0.16592826086956514,0.1857142857142856,0.17391304347826086,0.021739130434782608
56good,angle45,0,253,17,800.0,False,4.030588235294118,7.857142857142861,0.3057142857142878,3.1873976597746037,7.551428571428573,7.857142857142861,40.96941176470586,44.6942857142857,0.1320487394957982,0.1548857142857142,0.0,0.0
57bad,angle45,1,216,29,1400.0,False,10.011740558291903,41.360952380952085,0.3028571428567375,12.17108545918866,41.05809523809535,41.360952380952085,35.24310344827584,44.69714285714284,0.16770443349753686,0.2104571428571427,0.034482758620689655,0.06896551724137931
59bad,angle45,1,325,34,1650.0,False,9.665714285714284,20.539999999999992,1.0628571428571547,7.317160690387686,19.477142857142837,20.539999999999992,35.3342857142857,43.93714285714283,0.1553100840336133,0.2060285714285713,0.0,0.0
5good,angle45,0,293,71,7049.0,False,5.508571428571424,20.651428571428568,0.1742857142857019,5.958146543179072,20.477142857142866,20.651428571428568,39.49142857142855,44.825714285714255,0.20369537223340028,0.227942857142857,0.0,0.0
60good,angle45,0,378,103,8800.0,False,7.2085159500693425,57.03714285714284,-1.1571428571428726,11.216312360123304,58.19428571428571,57.03714285714284,38.22260748959776,46.15714285714284,0.1575950069348126,0.1836571428571427,0.02912621359223301,0.0
61good,angle45,0,300,50,7700.0,False,5.132014285714284,20.454999999999984,0.3028571428571354,4.769116707627359,20.15214285714285,20.454999999999984,39.867985714285695,44.69714285714284,0.1511338095238094,0.1782571428571427,0.02,0.0
62bad,angle45,1,186,30,1450.0,False,8.264285714285881,18.408571428571577,2.211428571428769,6.0549752953156215,16.197142857142808,18.408571428571577,36.735714285714266,42.788571428571416,0.16604190476190464,0.2054571428571427,0.0,0.0
63good,angle45,0,241,45,9400.0,False,-4.475269841269873,173.12642857142845,-130.85000000000014,46.69607029618187,303.9764285714286,173.12642857142845,68.14193650793649,175.8499999999999,0.14678718065003765,0.1811714285714284,0.022222222222222223,0.15555555555555556
64good,angle45,0,359,76,6150.0,False,5.304793233082705,24.50857142857143,0.2657142857142958,6.533230772292093,24.242857142857133,24.50857142857143,39.69520676691727,44.73428571428569,0.15644661654135325,0.1741714285714284,0.0,0.0
6good,angle45,0,321,67,7149.0,False,5.544051172707885,17.94285714285712,0.162857142857149,5.151051822877561,17.779999999999973,17.94285714285712,39.4559488272921,44.83714285714284,0.20454008528784634,0.2300857142857141,0.0,0.0
7good,angle45,0,364,69,6849.0,False,4.262629399586098,18.43428571428592,0.4714285714287598,4.109654655638771,17.96285714285716,18.43428571428592,40.73737060041406,44.52857142857141,0.18718364389233946,0.209342857142857,0.0,0.0
8good,angle45,0,268,67,5849.0,False,4.54377398720682,17.908571428571406,-0.0057142857142764,3.9741569376452937,17.914285714285683,17.908571428571406,40.45622601279315,45.00571428571426,0.18893667377398712,0.2179714285714284,0.014925373134328358,0.0
9bad,angle45,1,223,26,1249.0,False,8.707362637362634,17.188571428571436,0.5628571428571547,6.182519038713123,16.62571428571428,17.188571428571436,36.29263736263735,44.43714285714283,0.19429670329670318,0.2295142857142856,0.0,0.0
